subject,language,word,cons,vot,cog,sd,skew,kurt,cm,mint
martaLav,Spanish,tampoco,ta,10.2966666666667,640.26,514.336666666667,6.69,94.71,1082314279.32667,72.8458666666667
tamaraMo,Spanish,tampoco,ta,15.4266666666667,853.263333333333,1117.93333333333,4.81666666666667,38.4166666666667,7438138488.3,66.1887666666667
hollyHig,English,tanker,ta,75.5766666666667,1084.79666666667,1502.55,1.74333333333333,4.97666666666667,5842961776.20667,58.4356333333333
jessicaN,English,tanker,ta,57.6266666666667,4204.09666666667,2192.11666666667,0.45,1.55666666666667,3940067291.85667,60.1682
katieMar,English,tanker,ta,69.5766666666667,3085.02666666667,1926.81,0.576666666666667,2.04333333333333,3837490377.90667,53.5465666666667
lisetteC,English,tanker,ta,83.54,4887.31,2201.25,-0.316666666666667,0.803333333333333,-4184507010.54333,57.6550666666667
mariahFr,English,tanker,ta,85.585,5242.245,1799.605,0.2825,2.8175,42095045.7825,70.2109
meganHor,English,tanker,ta,74.33,3025.83666666667,1607.41,0.9,11.16,3398289331.91,63.0058666666667
vanessaV,English,tanker,ta,115.473333333333,5471.37333333333,2311.65,-0.136666666666667,0.136666666666667,-2465014136.59,59.8962333333333
ainaGomi,Spanish,tanque,ta,9.79666666666667,676.733333333333,469.193333333333,4.88,60.6366666666667,563651606.613333,75.7215333333333
albaMart,Spanish,tanque,ta,10.9333333333333,706.153333333333,521.553333333333,4.69333333333333,48.38,1046341262.08,74.0865333333333
elenaFer,Spanish,tanque,ta,13.7666666666667,896.003333333333,1124.08666666667,5.84666666666667,65.0766666666667,9216883144.19667,71.2099
lauraRay,Spanish,tanque,ta,13.5433333333333,741.716666666667,1051.60333333333,6,45.74,7123072483.77,65.4610333333333
marinaGo,Spanish,tanque,ta,14.47,602.066666666667,794.763333333333,7.74666666666667,110.883333333333,4687889581.13333,69.0693666666667
martaLav,Spanish,tanque,ta,8.69666666666667,672.986666666667,384.023333333333,5.11,86.56,288169882.823333,75.7351666666667
tamaraMo,Spanish,tanque,ta,12.8733333333333,852.92,720.453333333333,4.05333333333333,34.5666666666667,2771412333.12667,68.7091666666667
ainaGomi,Spanish,tanto,ta,10.3633333333333,658.726666666667,455.993333333333,4.95666666666667,64.7233333333333,464520197.783333,75.3685666666667
albaMart,Spanish,tanto,ta,10.65,740.383333333333,718.83,5.01666666666667,42.94,3049131332.82333,74.1120333333333
elenaFer,Spanish,tanto,ta,12.7666666666667,817.476666666667,930.4,5.20333333333333,54.19,4833279944.90333,71.8683
lauraRay,Spanish,tanto,ta,12.95,709.003333333333,793.19,6.98333333333333,77.6133333333333,3463627075.11667,70.0372666666667
marinaGo,Spanish,tanto,ta,11.9833333333333,565.313333333333,596.11,8.76,138.676666666667,1955894114.88667,71.7917666666667
martaLav,Spanish,tanto,ta,13.6733333333333,574.036666666667,602.306666666667,6.99,89.7266666666667,1727018507.71667,71.3259
tamaraMo,Spanish,tanto,ta,14.6566666666667,1025.63666666667,961.64,4.29666666666667,38.8533333333333,5262140022.34,69.1797333333333
hollyHig,English,tantrum,ta,63.9466666666667,2199.99666666667,1769.80666666667,1.22,4.5,7779414009.51333,58.0905
jessicaN,English,tantrum,ta,50.4666666666667,2541.79666666667,2507.06666666667,1.19,1.22333333333333,18527131597.9433,58.6588333333333
katieMar,English,tantrum,ta,81.8,2362.43333333333,1983.41,1.12,2.76,9183910226.33667,51.6056666666667
lisetteC,English,tantrum,ta,78.9733333333333,3017.57,2451.83666666667,0.876666666666667,1.32666666666667,16807886600.4533,58.1510666666667
mariahFr,English,tantrum,ta,83.8,5623.03,1203.50333333333,-0.146666666666667,6.35666666666667,-43726541.12,69.7061
meganHor,English,tantrum,ta,71.08,5042.535,2126.34,-0.475,2.375,-161809827.38,56.8264
vanessaV,English,tantrum,ta,106.77,4734.63,2260.38666666667,-0.333333333333333,0.87,1593778062.11667,60.5765
hollyHig,English,tapioca,ta,64.425,2535.435,2306.865,0.815,0.295,9832476230.74,60.13365
jessicaN,English,tapioca,ta,49.4566666666667,4140.13333333333,1893.94333333333,0.583333333333333,3.08333333333333,3771502490.08333,60.3605333333333
katieMar,English,tapioca,ta,51.3566666666667,1310.03,1233.59666666667,2.28,14.96,3600173609.35,55.7318666666667
lisetteC,English,tapioca,ta,54.47,4129.18,2670.01666666667,0.116666666666667,-0.51,2376002538.42333,59.9480666666667
mariahFr,English,tapioca,ta,88.3166666666667,6030.34,1752.80333333333,-0.496666666666667,5.42666666666667,-4613422345.06333,67.3332666666667
meganHor,English,tapioca,ta,59.9166666666667,2305.90333333333,2100.83,1.15,1.57333333333333,11315045912.5133,58.6461
vanessaV,English,tapioca,ta,83.95,6339.82666666667,2141.76,-0.396666666666667,1.57333333333333,-4656820825.76333,59.9536
hollyHig,English,tattoo,ta,57.6966666666667,2933.75666666667,2196.45666666667,0.81,1.53,8950719406.66,57.9960666666667
jessicaN,English,tattoo,ta,49.25,4001.51666666667,2517.83,0.443333333333333,0.403333333333333,8985781747.70333,57.9525
katieMar,English,tattoo,ta,68.2,3277.53,2107.90666666667,0.64,1.69666666666667,7060696395.08333,54.1167666666667
lisetteC,English,tattoo,ta,71.8833333333333,3283.49333333333,2469.75666666667,0.48,-0.0266666666666667,5207749913.4,54.9135333333333
mariahFr,English,tattoo,ta,78.8966666666667,5450.03,2201.19333333333,-0.113333333333333,2.10666666666667,-246411762.283333,65.1565333333333
meganHor,English,tattoo,ta,57.9066666666667,1832.46333333333,1743.93333333333,1.46666666666667,8.52666666666667,6933962733.37,60.6989666666667
vanessaV,English,tattoo,ta,103.55,5271.56333333333,2164.11333333333,0.763333333333333,1.74166666666667,5327732762.58333,58.3149333333333
hollyHig,English,tattooing,ta,73.9633333333333,2441.30666666667,1837.36,0.763333333333333,1.98,4697999471.96667,57.6721
jessicaN,English,tattooing,ta,43.02,4482.75666666667,2380.88333333333,0.41,0.653333333333333,4900928501.23333,60.3103666666667
katieMar,English,tattooing,ta,54.6633333333333,2237.58666666667,1836.66666666667,1.19,3.20666666666667,8864915004.28,55.3279666666667
lisetteC,English,tattooing,ta,63.8466666666667,4530.44333333333,2067.01666666667,-0.526666666666667,2.80666666666667,2435143232.64333,58.2608333333333
mariahFr,English,tattooing,ta,50.67,5527.47333333333,2236.88666666667,-0.73,1.44,-8520744941.59,69.3947666666667
meganHor,English,tattooing,ta,58.44,2621.98,2172.50333333333,0.83,1.17666666666667,9141639042.41667,63.8015333333333
vanessaV,English,tattooing,ta,86.8133333333333,3799.27333333333,2523.02333333333,0.476666666666667,0.236666666666667,8701668770.08667,57.8481666666667
ainaGomi,Spanish,taza,ta,11.6566666666667,570.813333333333,445.693333333333,8.16,131.55,736481712.513333,74.244
albaMart,Spanish,taza,ta,11.6,761.713333333333,773.283333333333,3.70666666666667,27.1966666666667,3428363977.1,74.8023666666667
elenaFer,Spanish,taza,ta,13.2733333333333,967.51,1241.70333333333,4.15333333333333,31.79,9791184884.58667,73.0993333333333
lauraRay,Spanish,taza,ta,13.68,936.35,1238.79333333333,4.2,38.6266666666667,10557437249.92,67.7822
marinaGo,Spanish,taza,ta,13.7233333333333,618.16,912.843333333333,6.42666666666667,66.2333333333333,5767146842.82667,69.8205333333333
martaLav,Spanish,taza,ta,10.5866666666667,639.523333333333,419.52,5.86333333333333,88.3766666666667,445457099.426667,74.2424
tamaraMo,Spanish,taza,ta,13.4433333333333,906.453333333333,911.226666666667,4.00666666666667,28.3366666666667,4367903552.64,67.1364666666667
