group,id,item,language,misc,f1_start,f2_start,f1_cent,f2_cent,vot,ri,cog,sd,sk,kt,label,rep_n,phon,voicing,stress
bi_aldrich,P09,capa,spanish,5,332.54,744.47,437.59,699.78,26.7,17.58,2040.15,2086.33,2.17,4.49,NA,1,k,voiceless,stressed
bi_aldrich,P09,papel,spanish,5,364.07,528.04,457.81,655.75,11.13,3.84,291.56,555.84,11.35,173.04,NA,1,p,voiceless,unstressed
bi_aldrich,P09,camión,spanish,5,323.18,720.7,407.09,768.96,26.48,12.64,1453.89,1321.35,4.47,25.26,NA,1,k,voiceless,unstressed
bi_aldrich,P09,pavor,spanish,5,288.64,584.24,493.37,671.24,13.02,2.92,316.1,693,8.59,101.35,NA,1,p,voiceless,unstressed
bi_aldrich,P09,casero,spanish,5,382.8,788.71,458.99,767.99,27.53,12.1,1267.83,1443.68,3.09,11.23,NA,1,k,voiceless,unstressed
bi_aldrich,P09,tacto,spanish,5,357.42,754.4,483.23,754.98,11.42,5.67,772.59,1287.52,3.91,16.21,NA,1,t,voiceless,stressed
bi_aldrich,P09,patria,spanish,5,356.42,499.84,481.67,708.63,8.68,0.25,278.71,397.07,12.56,241.81,NA,1,p,voiceless,stressed
bi_aldrich,P09,cana,spanish,5,339.03,749.99,504.29,771.17,28.9,14.27,1648.9,1539.26,3.32,12.5,NA,1,k,voiceless,stressed
bi_aldrich,P09,paño,spanish,5,469.54,711.49,563.42,780.19,8.94,-1.23,329.5,279.87,5.29,111.85,NA,1,p,voiceless,stressed
bi_aldrich,P09,pasión,spanish,5,472.73,552,508.48,737.65,5.34,0.59,408.58,312.11,6.44,101.43,NA,1,p,voiceless,unstressed
bi_aldrich,P09,casco,spanish,5,390.96,776.91,532.65,745.61,31.43,13.65,1741.36,1509.84,2.72,8.14,NA,1,k,voiceless,stressed
bi_aldrich,P09,tacha,spanish,5,436.49,789.53,514.44,781.43,9.5,4.45,803.05,1332.46,3.39,14.91,NA,1,t,voiceless,stressed
bi_aldrich,P09,paco,spanish,5,463.12,679.3,525.18,732.7,10.57,0.97,108.08,275.67,20.77,573.1,NA,1,p,voiceless,stressed
bi_aldrich,P09,tapioca,spanish,5,379.02,758.83,503.17,756.32,8.76,1.83,278.81,557.39,11.11,137.22,NA,1,t,voiceless,unstressed
bi_aldrich,P09,candela,spanish,5,344.93,736.69,502.88,772.73,22.38,14.06,1727.31,1821.56,2.93,9.96,NA,1,k,voiceless,unstressed
bi_aldrich,P09,patriota,spanish,5,427.6,626.85,481.61,736.82,9.57,5.17,497.03,1028.83,6.96,53.55,NA,1,p,voiceless,unstressed
bi_aldrich,P09,canción,spanish,5,417.31,775.59,497.26,773.79,32.85,17.96,1054.59,1346.65,4.39,23,NA,1,k,voiceless,unstressed
bi_aldrich,P09,tapete,spanish,5,382.35,727.56,481.84,725.69,13.42,7.93,629.86,1460.75,3.54,13.65,NA,1,t,voiceless,unstressed
bi_aldrich,P09,cadena,spanish,5,457.17,801.58,485.96,793.78,29.82,12.51,1139.66,1847.1,3.46,12.23,NA,1,k,voiceless,unstressed
bi_aldrich,P09,patente,spanish,5,428.89,573.71,487.3,744.05,12.54,5.98,163.4,363.41,14.88,315.57,NA,1,p,voiceless,unstressed
bi_aldrich,P09,también,spanish,5,348.37,745.65,496.54,758.7,8.99,6.27,648.4,1138.47,4.87,26.06,NA,1,t,voiceless,unstressed
bi_aldrich,P09,tapa,spanish,5,398.69,785.66,544.46,719.56,9.9,3.65,490.97,711.21,7.17,67.64,NA,1,t,voiceless,stressed
bi_aldrich,P09,canto,spanish,5,316.72,746.68,473.65,764.51,33.18,12.92,1678.44,1130.99,4.28,25.39,NA,1,k,voiceless,stressed
bi_aldrich,P10,castrate,english,5,496.89,869.78,500.23,806.98,68.25,10.92,2004.85,2283.91,1.27,1.4,NA,1,k,voiceless,stressed
bi_aldrich,P10,tackle,english,5,550.49,845.32,541.86,815.56,100.75,13.18,737.86,1926.62,3.31,9.95,NA,1,t,voiceless,stressed
bi_aldrich,P10,caffeine,english,5,335.5,918.78,491.91,838.7,49.6,16.12,1999.87,1496.92,1.68,5.04,NA,1,k,voiceless,unstressed
bi_aldrich,P10,tacky,english,5,522.27,858.66,528.8,834.61,67.19,5.53,1585.46,1968.43,1.23,-0.08,NA,1,t,voiceless,stressed
bi_aldrich,P10,casting,english,5,503.31,863.38,519.14,822.74,86.75,10.8,1223.74,2033.31,2.19,4.71,NA,1,k,voiceless,stressed
bi_aldrich,P10,pangaea,english,5,458.88,887.36,496.86,857.19,15.74,10.21,924.16,862.61,3.06,19.69,NA,1,p,voiceless,unstressed
bi_aldrich,P10,pontoon,english,5,583.52,633.15,515.37,629.41,98.8,12.74,288.32,294.54,12.7,308.64,NA,1,p,voiceless,unstressed
bi_aldrich,P10,pander,english,5,543.13,875.75,550.43,828.01,80.49,10.2,265.29,610.82,5.79,51.77,NA,1,p,voiceless,stressed
bi_aldrich,P10,capsule,english,5,529.18,831.44,540.88,767.64,87.52,12.87,1742.08,1697.93,1.96,6.32,NA,1,k,voiceless,stressed
bi_aldrich,P10,capsize,english,5,555.88,864.27,552.72,792.09,117.75,14.26,859.62,1569.24,3.8,16.75,NA,1,k,voiceless,stressed
bi_aldrich,P10,pandora,english,5,504.54,878.88,540.61,821.59,43.28,10.32,397.89,394.1,11.19,213.87,NA,1,p,voiceless,unstressed
bi_aldrich,P10,padlock,english,5,511.79,848.65,532.64,801.73,76.95,11.64,601.28,762.82,4.84,39.22,NA,1,p,voiceless,stressed
bi_aldrich,P10,tabloid,english,5,547.82,799.77,529.45,741.84,134.85,10.04,2704.69,3079.34,0.75,-1.02,NA,1,t,voiceless,stressed
bi_aldrich,P10,campaign,english,5,545.73,953.16,482.18,853.68,43.95,18.48,2281.8,1696.53,1.09,2.85,NA,1,k,voiceless,unstressed
bi_aldrich,P10,posterity,english,5,266.62,648.49,462.53,665.09,60.31,14.11,404.61,647.84,5.26,51.09,NA,1,p,voiceless,unstressed
bi_aldrich,P10,tamper,english,5,507,887.27,524.35,825.34,62.14,14.34,1895.05,3326.57,1.54,0.71,NA,1,t,voiceless,stressed
bi_aldrich,P10,tantrum,english,5,462.07,895.77,531.48,841.18,68.32,11.41,2524.98,2861.65,0.71,-0.91,NA,1,t,voiceless,stressed
bi_aldrich,P10,pancake,english,5,477.7,892.37,528.53,868.43,41.81,8.23,427.59,471.27,7.45,104.79,NA,1,p,voiceless,stressed
bi_aldrich,P10,cascading,english,5,428,891.76,444.15,826.96,61.66,15.63,2304.4,1647.25,1.53,4.48,NA,1,k,voiceless,unstressed
bi_aldrich,P10,captain,english,5,491.72,908.75,514.09,838.54,46.62,9.35,951.49,1460.04,2.7,9.19,NA,1,k,voiceless,stressed
bi_aldrich,P10,kathleen,english,5,463.65,885.38,511.49,822.6,89.21,13.71,1734.49,1731.61,1.37,3.46,NA,1,k,voiceless,unstressed
bi_aldrich,P10,tangent,english,5,511.55,886.67,521.3,847.9,74.69,9.28,2714.44,2795,0.56,-1.08,NA,1,t,voiceless,stressed
bi_aldrich,P10,patty,english,5,515.56,863.66,521.84,833.75,72.56,12.31,464.36,571.49,7.64,93.36,NA,1,p,voiceless,stressed
bi_aldrich,P10,captive,english,5,536.87,833.68,533.4,780.42,98.96,14.98,2306.78,1968.19,1.56,3.78,NA,1,k,voiceless,stressed
bi_aldrich,P10,pageant,english,5,481.47,866.06,498.09,818.45,52.48,6.77,225.37,604.46,10.22,135.4,NA,1,p,voiceless,stressed
bi_aldrich,P10,caption,english,5,364.05,855.97,516.91,825.85,112.25,13.18,1397.2,1803.77,2.28,5.79,NA,1,k,voiceless,stressed
bi_aldrich,P10,taffy,english,5,399.75,871.81,508.01,821.36,45.74,9.86,636.07,1125.09,4.53,24.72,NA,1,t,voiceless,stressed
bi_aldrich,P10,tabernacle,english,5,529.17,884.24,469.24,704.66,69.6,11.57,1263.43,2002.88,2.58,6.24,NA,1,t,voiceless,stressed
bi_aldrich,P10,tattoo,english,5,280.25,863.04,431.04,815.63,25.08,14.01,780.68,1382.98,3.84,17.32,NA,1,t,voiceless,unstressed
bi_aldrich,P10,package,english,5,506.98,884.71,523.66,845.35,49.26,13.58,1035.35,1562.43,3.57,14.29,NA,1,p,voiceless,stressed
bi_aldrich,P10,cashier,english,5,239.47,863.12,479.63,830.22,69.25,16.46,974.71,1454.05,3.83,17.06,NA,1,k,voiceless,unstressed
bi_aldrich,P10,paddle,english,5,520.38,857.61,530.58,794.63,39.67,8.22,232.33,722.44,9.34,101.34,NA,1,p,voiceless,stressed
bi_aldrich,P10,toxicity,english,5,497.8,847.05,531.07,738.2,46.87,9.53,462.61,880.82,6.69,55.07,NA,1,t,voiceless,unstressed
bi_aldrich,P10,cabbage,english,5,429.48,892.93,482.69,815.28,52.39,19.44,1135.4,1480.74,2.13,6.16,NA,1,k,voiceless,stressed
bi_aldrich,P10,taxation,english,5,468.15,863.23,480.86,807.23,47.46,13.75,1044.98,1986.25,3.07,9.39,NA,1,t,voiceless,unstressed
bi_aldrich,P10,pantera,spanish,5,428.7,683.85,522.51,757.79,4.13,2.86,217.75,329.68,14.38,319.63,NA,1,p,voiceless,unstressed
bi_aldrich,P10,tapioca,spanish,5,388.9,747.9,463.49,768.05,7.41,9.89,1105.31,2128.65,2.63,6.18,NA,1,t,voiceless,unstressed
bi_aldrich,P10,casco,spanish,5,455.12,756.66,498.69,770.86,8.51,13.31,1241.57,999.44,3.94,26.01,NA,1,k,voiceless,stressed
bi_aldrich,P10,cabaña,spanish,5,386.03,721.28,479.24,728.46,16.91,18.57,1362.41,705.55,6.29,62.88,NA,1,k,voiceless,unstressed
bi_aldrich,P10,paco,spanish,5,433.78,687.05,501.17,725.26,7.07,3.58,362.24,635.1,6.77,68.9,NA,1,p,voiceless,stressed
bi_aldrich,P10,casete,spanish,5,342.61,756.59,474.99,779.12,11.34,12.37,1439.34,1456.4,4.08,17.47,NA,1,k,voiceless,unstressed
bi_aldrich,P10,casa,spanish,5,354.41,751.79,512.43,770.15,12.28,15.03,1286,1752.64,3.76,15.31,NA,1,k,voiceless,stressed
bi_aldrich,P10,pasión,spanish,5,406.07,704.65,505.43,768.48,5.5,5.67,169.06,285.54,15.67,374.6,NA,1,p,voiceless,unstressed
bi_aldrich,P10,paso,spanish,5,406.52,688.74,492.26,756.97,5.89,7.74,388.69,796.52,6.78,58.49,NA,1,p,voiceless,stressed
bi_aldrich,P10,pavor,spanish,5,427.51,669.07,517.97,708.01,9,7.5,304.04,585.92,10.4,134.64,NA,1,p,voiceless,unstressed
bi_aldrich,P10,tajo,spanish,5,373.16,751.52,546.49,752.07,3.95,4.35,532.23,1074.7,6.5,47.05,NA,1,t,voiceless,stressed
bi_aldrich,P10,tanque,spanish,5,407.58,775.44,488.49,708.53,7.57,4.62,977.86,1687.39,3.69,14.01,NA,1,t,voiceless,stressed
bi_aldrich,P10,pasado,spanish,5,430.13,676.95,532.27,730.48,4.05,5.24,278.39,503.6,10.38,151.25,NA,1,p,voiceless,unstressed
bi_aldrich,P10,canción,spanish,5,347.98,734.94,472.21,768.09,8.78,10.56,1110.72,860.77,2.74,21.49,NA,1,k,voiceless,unstressed
bi_aldrich,P10,tapete,spanish,5,409.85,779.91,483.79,756.62,7.08,8.87,1391.2,1811.34,2.82,8.96,NA,1,t,voiceless,unstressed
bi_aldrich,P10,cambio,spanish,5,344.16,723.38,494.05,704.72,14.47,14.99,1277.4,652.41,7.08,78.13,NA,1,k,voiceless,stressed
bi_aldrich,P10,pata,spanish,5,438.65,661.92,517.71,734.07,4.16,4.37,200.78,188.07,16.53,597.16,NA,1,p,voiceless,stressed
bi_aldrich,P10,papa,spanish,5,433.7,650.62,515.93,696.7,8.44,9.16,296.25,425.47,15.18,276.44,NA,1,p,voiceless,unstressed
bi_aldrich,P10,capricho,spanish,5,351.66,746.47,471.64,740.8,11.97,15.51,987.95,1298.96,4.31,23.11,NA,1,k,voiceless,unstressed
bi_aldrich,P10,tapa,spanish,5,385.6,743.13,525.51,749.46,3.87,5.53,327.99,512.92,12.95,207.11,NA,1,t,voiceless,stressed
bi_aldrich,P10,tacha,spanish,5,367.85,764.31,476.03,770.9,4.26,4.02,498.37,961.26,6.93,56.25,NA,1,t,voiceless,stressed
bi_aldrich,P10,camisa,spanish,5,363.47,731.98,458.86,701.51,11.54,12.54,1337.3,972.45,3.95,26.12,NA,1,k,voiceless,unstressed
bi_aldrich,P10,papel,spanish,5,348.85,654.11,431.83,700.14,8.31,11.31,88.72,368.56,13.92,249.25,NA,1,p,voiceless,unstressed
bi_aldrich,P10,cancha,spanish,5,365.66,775.07,439.89,786.82,15.8,15.96,1460.21,767.26,5.61,48.22,NA,1,k,voiceless,stressed
bi_aldrich,P10,tambo,spanish,5,405.72,753.38,569.82,743.14,7.84,8.56,831.32,1275.9,4.28,21.22,NA,1,t,voiceless,stressed
bi_aldrich,P10,taza,spanish,5,387.14,755.68,510.59,757.29,5.74,7.95,1106.08,2088.16,3.16,9.37,NA,1,t,voiceless,stressed
bi_aldrich,P10,tampoco,spanish,5,395.09,753.69,507.05,748.81,5.13,9.45,576.13,887.4,7.66,68.74,NA,1,t,voiceless,unstressed
bi_aldrich,P10,pacto,spanish,5,431.08,681.77,541.99,730.64,4.96,6.83,298.1,537.14,7.36,87.35,NA,1,p,voiceless,stressed
bi_aldrich,P10,panza,spanish,5,449.54,641.06,544.32,733.61,4.26,3.65,413.61,473.27,7.83,119.58,NA,1,p,voiceless,stressed
bi_aldrich,P10,también,spanish,5,373.99,757.35,495.51,769.65,4.87,6.96,656.35,1260.45,5.11,28.04,NA,1,t,voiceless,unstressed
bi_aldrich,P10,casero,spanish,5,397.85,725.29,454.07,792.54,8.86,12.9,920.16,924.07,4.5,30.4,NA,1,k,voiceless,unstressed
bi_aldrich,P10,capa,spanish,5,363.24,761.41,506.39,755.68,7.73,13.49,1336.38,1344.1,4.03,21,NA,1,k,voiceless,stressed
bi_aldrich,P10,pasillo,spanish,5,433.94,710.55,513.32,767.57,4.1,6.05,191.71,296.04,20.15,559.58,NA,1,p,voiceless,unstressed
bi_aldrich,P10,patriota,spanish,5,427.97,671.84,498.25,758.74,2.9,5.57,457.42,714.21,8.52,89.68,NA,1,p,voiceless,unstressed
bi_aldrich,P10,tanto,spanish,5,412.63,756.01,529.69,750,7.72,9.6,910.98,1557.21,4.08,18.65,NA,1,t,voiceless,stressed
bi_aldrich,P12,tabloid,english,5,570.02,861.06,560.2,835.59,73.93,10.47,1337.54,2352.83,2.41,4.63,NA,1,t,voiceless,stressed
bi_aldrich,P12,captain,english,5,544.59,884.56,554.72,813.04,71.1,10.61,621.79,1007.23,5.03,38.03,NA,1,k,voiceless,stressed
bi_aldrich,P12,capsule,english,5,559.15,812.72,582.42,763.69,83.79,11.86,1166.19,2403.49,3.14,8.64,NA,1,k,voiceless,stressed
bi_aldrich,P12,captivity,english,5,529.42,860.38,507.92,797.54,65.69,12.15,845.5,1316.69,2.4,8.43,NA,1,k,voiceless,unstressed
bi_aldrich,P12,tantrum,english,5,240.83,953,391.48,882,67.71,9.82,1721.38,2825.41,1.69,1.34,NA,1,t,voiceless,stressed
bi_aldrich,P12,cosmetic,english,5,265.44,854.45,316.5,819.91,62.3,22.89,624.64,1131.97,5.75,38.11,NA,1,k,voiceless,unstressed
bi_aldrich,P12,package,english,5,597.06,837.95,571.94,819.87,59.62,12.04,272.92,410.43,10.44,166.17,NA,1,p,voiceless,stressed
bi_aldrich,P12,passion,english,5,595.96,794.47,580.88,807.68,71.64,11.36,374.65,382.4,9.07,170.45,NA,1,p,voiceless,stressed
bi_aldrich,P12,casket,english,5,564.44,874.4,559.39,795.59,63.64,8.29,2369.02,1457.96,2.05,10.19,NA,1,k,voiceless,stressed
bi_aldrich,P12,canteen,english,5,286.67,947.2,388.45,896.25,64.92,13.41,2373.97,1341.25,1.78,8.92,NA,1,k,voiceless,unstressed
bi_aldrich,P12,paprika,english,5,271.63,712.9,356.67,637.98,30.61,10.57,245.75,268.89,4.53,84.37,NA,1,p,voiceless,unstressed
bi_aldrich,P12,tangent,english,5,387.42,915.57,427.13,868.04,71.64,8.8,1370.88,2132.74,2.12,4.16,NA,1,t,voiceless,stressed
bi_aldrich,P12,cavalier,english,5,573.19,864.8,534.36,808.88,62.99,10.67,1090.96,1225.91,2.09,9.06,NA,1,k,voiceless,unstressed
bi_aldrich,P12,pangaea,english,5,379,905.55,405.52,874.75,64.05,6.44,173.32,369.61,15.74,343.61,NA,1,p,voiceless,unstressed
bi_aldrich,P12,cascading,english,5,569.4,837.38,553.84,807.15,80.23,11.92,2216.12,1321.74,0.96,7.22,NA,1,k,voiceless,unstressed
bi_aldrich,P12,caffeine,english,5,562.08,877.91,560.98,810.31,62.16,14.43,1435.37,1597.69,2.38,9.03,NA,1,k,voiceless,unstressed
bi_aldrich,P12,tattoo,english,5,527.29,858.27,492.93,833.56,69.13,9.66,2032.46,3304.51,1.67,1.19,NA,1,t,voiceless,unstressed
bi_aldrich,P12,cabbage,english,5,582.39,853.99,566.38,800.59,74.66,10.85,652.01,1217.02,4.56,28.27,NA,1,k,voiceless,stressed
bi_aldrich,P12,pandora,english,5,450.94,925.8,400.19,870.15,49.72,7.12,198.23,370.58,13.08,250,NA,1,p,voiceless,unstressed
bi_aldrich,P12,padlock,english,5,577.28,799.17,566.21,785.62,63.99,7.03,253.5,358.3,8.76,141.66,NA,1,p,voiceless,stressed
bi_aldrich,P12,tomfoolery,english,5,253.54,743.22,310.43,629.05,60.98,11.25,1307.06,2724.11,2.31,3.75,NA,1,t,voiceless,unstressed
bi_aldrich,P12,patty,english,5,577.14,838.68,574.3,820.29,43.31,2.45,191.62,207.34,11.94,296.41,NA,1,p,voiceless,stressed
bi_aldrich,P12,castrate,english,5,576.51,816.98,560.65,801.51,83.49,13.84,2453.03,1155.15,1.5,11.6,NA,1,k,voiceless,stressed
bi_aldrich,P12,kathleen,english,5,543.78,884.13,534.24,824.5,65.73,19.39,1207.27,1938.62,3.18,11.99,NA,1,k,voiceless,unstressed
bi_aldrich,P12,pompeii,english,5,226.78,640.51,445.49,626.94,47.26,5.89,131.02,143.45,7.72,294.15,NA,1,p,voiceless,unstressed
bi_aldrich,P12,canopy,english,5,353.75,940.88,466.5,861.83,80.17,8.92,2298.25,1325.38,1.27,8.02,NA,1,k,voiceless,stressed
bi_aldrich,P12,captive,english,5,602.06,909.18,568.06,789.11,75.81,11.17,1089.06,1946.53,2.91,9.87,NA,1,k,voiceless,stressed
bi_aldrich,P12,pontific,english,5,250.12,619.81,285.83,642.05,61.37,10.16,629.84,729.76,6.57,66.06,NA,1,p,voiceless,unstressed
bi_aldrich,P12,pontoon,english,5,264.37,653.61,329.03,702.11,62.11,5.92,109.95,116.21,13.94,739.35,NA,1,p,voiceless,unstressed
bi_aldrich,P12,posterity,english,5,304.94,637.12,452.81,706.5,61.78,8.23,307.31,324.2,11.93,242.27,NA,1,p,voiceless,unstressed
bi_aldrich,P12,cockade,english,5,410.15,717.89,510.48,756.39,65.51,16.88,1565.71,928.7,3.48,33.22,NA,1,k,voiceless,unstressed
bi_aldrich,P12,campaign,english,5,453.64,953.52,393.86,860.9,67.14,12.61,2394.39,939.94,-0.1,8.87,NA,1,k,voiceless,unstressed
bi_aldrich,P12,tamper,english,5,257.72,957.17,414.61,879.67,71.2,6.06,788.19,1765.36,4.15,16.82,NA,1,t,voiceless,stressed
bi_aldrich,P12,tandem,english,5,235.48,942.98,376.86,889.99,65.08,12.83,1282.81,2325.16,2.21,3.68,NA,1,t,voiceless,stressed
bi_aldrich,P12,tackle,english,5,557.01,831.02,569,796.36,60.78,10.39,1711.28,2694.41,1.72,1.54,NA,1,t,voiceless,stressed
bi_aldrich,P12,toxicity,english,5,233.46,643.89,465.02,680.36,111.45,13.72,6828.59,3409.82,-1.22,-0.19,NA,1,t,voiceless,unstressed
bi_aldrich,P12,tactician,english,5,535.36,883.51,527.6,828.14,65.85,9.61,5265.12,4088.68,-0.21,-1.68,NA,1,t,voiceless,unstressed
bi_aldrich,P12,taffy,english,5,573.06,820.4,566.49,792,85.24,12.86,1803.91,2843.94,1.88,2.19,NA,1,t,voiceless,stressed
bi_aldrich,P12,tactility,english,5,556.67,815.03,547.24,818.42,81.45,11.9,5911.38,3151.48,-0.67,-0.71,NA,1,t,voiceless,unstressed
bi_aldrich,P12,capsize,english,5,589.69,798.21,569.94,772.88,97.91,17.93,2479.81,1874.55,1.98,6.41,NA,1,k,voiceless,stressed
bi_aldrich,P12,pacify,english,5,587.29,769.74,569.25,781.5,65.59,8.17,134.34,171.51,14.9,613.38,NA,1,p,voiceless,stressed
bi_aldrich,P12,caption,english,5,575.02,796.34,580.47,792.78,84.28,10.42,1645.73,1579.17,2.49,11.16,NA,1,k,voiceless,stressed
bi_aldrich,P12,casting,english,5,560,888.5,562.69,809.4,70.47,10.32,1675.78,1396.5,1.68,7.46,NA,1,k,voiceless,stressed
bi_aldrich,P12,tacky,english,5,606.44,877.41,571.02,845.36,72.6,9.74,5111.65,4233.2,-0.12,-1.76,NA,1,t,voiceless,stressed
bi_aldrich,P12,pandemic,english,5,488.64,872.95,429.68,834.54,53.45,5.56,186.44,424.97,17.54,345.19,NA,1,p,voiceless,unstressed
bi_aldrich,P12,pander,english,5,459.3,968.34,362.4,885.77,62.78,5.73,199.94,193.54,5.66,159.29,NA,1,p,voiceless,stressed
bi_aldrich,P12,cashier,english,5,582.96,880.47,500.01,830.9,63.67,9.81,1898.84,2293.23,2.08,4.81,NA,1,k,voiceless,unstressed
bi_aldrich,P12,paddle,english,5,609.68,814.37,578.91,796.15,74.73,3.25,197.91,199.41,7.45,193.19,NA,1,p,voiceless,stressed
bi_aldrich,P12,confound,english,5,234.37,674.71,361.05,691.08,66.37,10.66,1783.66,1124.39,4.99,31.93,NA,1,k,voiceless,unstressed
bi_aldrich,P12,tabernacle,english,5,548.58,862.15,555.44,810.61,55.97,10.72,6141.42,2760.68,-0.76,0.27,NA,1,t,voiceless,stressed
bi_aldrich,P12,paco,spanish,5,378.34,593.68,516.12,720.84,8.67,9.49,104.95,179.77,16.19,627.09,NA,1,p,voiceless,stressed
bi_aldrich,P12,tampoco,spanish,5,433.86,748.96,495.51,743.03,18.19,15.49,4281.1,3925.98,0.29,-1.68,NA,1,t,voiceless,unstressed
bi_aldrich,P12,pata,spanish,5,358.41,607.64,510.85,737.26,8.41,9.84,148.06,149.39,15.76,749.12,NA,1,p,voiceless,stressed
bi_aldrich,P12,paño,spanish,5,346.73,601.62,478.5,768.33,7.8,8.01,120.82,167.63,10.12,364.1,NA,1,p,voiceless,stressed
bi_aldrich,P12,patente,spanish,5,351.8,622.44,473.7,741.16,7.94,10.04,124.91,193.52,20.4,825.64,NA,1,p,voiceless,unstressed
bi_aldrich,P12,pastoso,spanish,5,361.53,617.66,464.2,742.98,8.82,8.77,109.21,158.65,25.08,1232.09,NA,1,p,voiceless,unstressed
bi_aldrich,P12,también,spanish,5,429.98,771.03,480.02,777.2,12.27,9.16,1877.67,2863.29,1.57,0.99,NA,1,t,voiceless,unstressed
bi_aldrich,P12,tamaño,spanish,5,431.63,763.91,498.39,762.82,11.82,9.74,749.38,1565.58,4.42,20,NA,1,t,voiceless,unstressed
bi_aldrich,P12,tanque,spanish,5,426.97,761.06,495.22,774.76,8.14,3.91,692.51,1047.75,5.52,37.35,NA,1,t,voiceless,stressed
bi_aldrich,P12,tacha,spanish,5,422.03,767.39,508.49,771.61,8.23,6.21,566.88,945.85,5.63,37.28,NA,1,t,voiceless,stressed
bi_aldrich,P12,capricho,spanish,5,386.6,768.59,446.59,724.7,18.97,15.21,1181.71,727.67,4.82,45.9,NA,1,k,voiceless,unstressed
bi_aldrich,P12,cancha,spanish,5,360.42,798.02,473.74,800.73,30.28,16.97,1200.83,926.03,2.87,22.22,NA,1,k,voiceless,stressed
bi_aldrich,P12,cadena,spanish,5,392.81,801.9,483.87,797.48,25.44,19.77,1345.35,1080.1,3.37,18.03,NA,1,k,voiceless,unstressed
bi_aldrich,P12,paja,spanish,5,371.33,614.18,530.06,732.42,8.11,9.88,191.14,239.07,3.75,72.48,NA,1,p,voiceless,stressed
bi_aldrich,P12,casa,spanish,5,421.81,798.46,518.67,778.41,23.52,20.41,1764.88,1491.6,3.3,14.99,NA,1,k,voiceless,stressed
bi_aldrich,P12,casete,spanish,5,403.93,802.35,471.11,810.07,29.49,20.5,1628,1071.78,4.72,35.51,NA,1,k,voiceless,unstressed
bi_aldrich,P12,pagado,spanish,5,390.89,616.76,480.88,727.74,15.23,10.5,96.9,137.57,20.92,1019.32,NA,1,p,voiceless,unstressed
bi_aldrich,P12,tapa,spanish,5,435.44,742.11,534.42,750.72,8.62,4.77,1037.57,1973.17,3.04,9.01,NA,1,t,voiceless,stressed
bi_aldrich,P12,camión,spanish,5,386.73,772.45,477.29,752.32,28.33,24.19,1623.68,1495.58,2.65,8.72,NA,1,k,voiceless,unstressed
bi_aldrich,P12,casco,spanish,5,409.93,789,516.25,774.34,25.55,24.07,1727.02,1712.48,3.43,14.26,NA,1,k,voiceless,stressed
bi_aldrich,P12,cana,spanish,5,393.45,768.73,507.77,768.16,27.12,22.84,1395.67,1333.27,3.72,22.37,NA,1,k,voiceless,stressed
bi_aldrich,P12,camisa,spanish,5,374.45,776.68,478.79,764.61,27.35,25.37,865.41,1390.93,3.69,17.18,NA,1,k,voiceless,unstressed
bi_aldrich,P12,canción,spanish,5,375.22,786.92,476.66,800.72,28.3,23.37,1464.48,878.76,3.91,30.86,NA,1,k,voiceless,unstressed
bi_aldrich,P12,tajo,spanish,5,401.96,746.98,544.04,769.78,11.34,9.62,998.3,1768.4,3.28,10.96,NA,1,t,voiceless,stressed
bi_aldrich,P12,capa,spanish,5,367.83,809.36,517.12,764.99,21.32,13.9,1144.85,1765.15,3.14,8.96,NA,1,k,voiceless,stressed
bi_aldrich,P12,pantera,spanish,5,367.93,603.79,481.76,754.74,7.89,3.88,123.21,150.81,22.4,1225.2,NA,1,p,voiceless,unstressed
bi_aldrich,P12,tambo,spanish,5,435.25,763.89,515.98,745.73,13.27,8.5,689.29,1038.66,5.28,35.34,NA,1,t,voiceless,stressed
bi_aldrich,P12,tacto,spanish,5,418.49,729.75,509.62,762.88,8.99,6.93,710.24,1294.63,5.44,31.38,NA,1,t,voiceless,stressed
bi_aldrich,P12,campo,spanish,5,392.26,762.49,482.24,714.79,25.57,18.58,1420.69,674.39,4.56,53.71,NA,1,k,voiceless,stressed
bi_aldrich,P12,patria,spanish,5,392.76,599.79,524.04,756.85,15.25,13.49,156.79,209.24,13.04,420.5,NA,1,p,voiceless,stressed
bi_aldrich,P12,tapete,spanish,5,418.65,762.72,493.08,765.69,8.22,5.8,535.93,1245.75,5.76,37.59,NA,1,t,voiceless,unstressed
bi_aldrich,P12,taza,spanish,5,414.68,743.34,513.96,770.37,7.21,5.32,389.21,734.69,9.77,112.02,NA,1,t,voiceless,stressed
bi_aldrich,P12,pacto,spanish,5,403.28,596.01,518.59,736.95,11.76,8.58,132.23,192.33,12.25,425.32,NA,1,p,voiceless,stressed
bi_aldrich,P12,pavor,spanish,5,381.04,596.52,487.98,643.49,8.03,8.02,134.72,156.25,13.18,554.73,NA,1,p,voiceless,unstressed
bi_aldrich,P12,tacaño,spanish,5,431.9,778.67,459.41,806.48,8.7,7.04,741.88,1322.3,4.84,25.84,NA,1,t,voiceless,unstressed
bi_aldrich,P12,caso,spanish,5,398.33,764.77,511.17,764.32,24.13,17.86,1461.59,932.76,4.59,34.5,NA,1,k,voiceless,stressed
bi_aldrich,P12,paso,spanish,5,389.46,604.71,526.29,734.24,8.54,8.74,153.09,182.98,13.34,441.17,NA,1,p,voiceless,stressed
