group,id,item,language,misc,f1_start,f2_start,f1_mp,f2_mp,vot,ri,cog,sd,sk,kt,label,rep_n,phon,voicing,stress
bi_aldrich,P28,pander,english,5,490.93,964.48,507.78,831.03,75.42,9.31,161.89,404.33,14.03,249.88,NA,1,p,voiceless,stressed
bi_aldrich,P28,pancake,english,5,505.48,933.12,499.45,844.67,46.3,6.47,151.56,282.38,15.07,373.76,NA,1,p,voiceless,stressed
bi_aldrich,P28,pantera,spanish,5,446.51,636.27,523.82,749.33,12.14,9.62,1304.01,1597.93,2.56,8.45,NA,1,p,voiceless,unstressed
bi_aldrich,P28,patria,spanish,5,424.68,623.89,496.94,793.47,9.27,4.01,453.71,603.86,8.57,93.81,NA,1,p,voiceless,stressed
bi_aldrich,P28,paso,spanish,5,371.2,644.28,563.12,736.38,8.74,4.42,154.59,266.38,14.62,355.8,NA,1,p,voiceless,stressed
bi_aldrich,P28,paja,spanish,5,431.93,626.64,589.43,737.23,8.2,4.89,166.57,269.7,14.33,365.86,NA,1,p,voiceless,stressed
bi_aldrich,P28,patriota,spanish,5,414.15,716.44,519.83,772.94,8.19,4.03,142.26,291.49,14.36,333.4,NA,1,p,voiceless,unstressed
bi_aldrich,P28,panza,spanish,5,380.57,683.67,511.25,734.3,13.72,9.02,192.46,381.52,7.77,110.45,NA,1,p,voiceless,stressed
bi_aldrich,P28,papel,spanish,5,381.35,624.6,508.89,709.03,16.12,11.38,332.87,717.27,6.15,56.75,NA,1,p,voiceless,unstressed
bi_aldrich,P28,pandilla,spanish,5,487.42,704.09,523.91,792.13,7.92,4.82,440.38,311.18,12.84,334.27,NA,1,p,voiceless,unstressed
bi_aldrich,P28,pavor,spanish,5,364.29,586.88,485.65,674.18,15.52,12.86,244.2,575.86,7.53,85.77,NA,1,p,voiceless,unstressed
bi_aldrich,P28,paco,spanish,5,372.34,572.76,422.18,633.69,8.46,2.96,116.59,294.28,22.66,627,NA,1,p,voiceless,stressed
bi_aldrich,P28,pata,spanish,5,431.94,501.49,552.38,734.72,9.04,3.09,269.44,428.53,12.9,231.04,NA,1,p,voiceless,stressed
bi_aldrich,P28,paño,spanish,5,399.18,619.26,569.04,749.53,8.75,8.83,130.19,247.3,14.21,350.67,NA,1,p,voiceless,stressed
bi_aldrich,P28,pasado,spanish,5,408.51,607.62,458.71,596.87,18.73,11.05,773.71,1392.98,3.25,11.77,NA,1,p,voiceless,unstressed
bi_aldrich,P28,pasillo,spanish,5,405.58,575.46,543.18,754.22,9.31,4.7,149.91,319.05,18.85,460.25,NA,1,p,voiceless,unstressed
bi_aldrich,P28,pastoso,spanish,5,410.36,585.76,521.26,715.04,7.1,5.68,114.6,272.61,15.98,366.78,NA,1,p,voiceless,unstressed
bi_aldrich,P28,pacto,spanish,5,444.47,645.44,544.27,706.78,7.21,8.43,267.49,345.71,11.95,248.37,NA,1,p,voiceless,stressed
bi_aldrich,P28,pasión,spanish,5,427.97,665.63,545.37,761.97,7.52,7.75,127.31,310.64,13.03,282.75,NA,1,p,voiceless,unstressed
bi_aldrich,P28,patente,spanish,5,396.89,525.09,503.99,762.09,8.91,6.02,327.11,594.29,6.01,60.23,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pander,english,5,562.38,838.51,541.65,833.32,63.39,9.45,1098.15,1250.89,2.32,8.88,NA,1,p,voiceless,stressed
bi_aldrich,P41,pancake,english,5,508.97,833.69,550.02,829.62,49.27,8.06,1041.42,1391.28,2.91,10.31,NA,1,p,voiceless,stressed
bi_aldrich,P41,posterity,english,5,508.63,671.03,493.63,685.15,21.15,13.31,631.11,1549.3,3.73,14.53,NA,1,p,voiceless,unstressed
bi_aldrich,P41,paddle,english,5,507.92,829.59,536.64,788.41,40.86,11.76,928.47,1823.15,3.22,10.71,NA,1,p,voiceless,stressed
bi_aldrich,P41,passion,english,5,563.22,802.23,540.62,809.68,65.98,8.28,353.56,713.99,8.81,94.24,NA,1,p,voiceless,stressed
bi_aldrich,P41,pacify,english,5,341.83,814.87,332.06,820.23,50.99,19.32,291.39,940.65,7.13,57.97,NA,1,p,voiceless,stressed
bi_aldrich,P41,paprika,english,5,304.8,784.89,347.31,763.56,35.33,11.81,228.04,679.46,8.15,84.65,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pangaea,english,5,489.64,853.38,497.8,863.16,67.89,22.18,583.01,828.74,3.76,23.25,NA,1,p,voiceless,unstressed
bi_aldrich,P41,passivity,english,5,416.75,827.11,512.9,815.26,38.41,12.48,218.25,681.14,8.04,86.43,NA,1,p,voiceless,unstressed
bi_aldrich,P41,package,english,5,538.82,830.72,527.03,835.7,44.86,7.79,483.4,732,8.13,82.78,NA,1,p,voiceless,stressed
bi_aldrich,P41,pontific,english,5,354.56,753.39,425.76,743.34,47.43,17.36,301.99,1085.52,6.33,42.7,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pandemic,english,5,458.3,848.91,498.34,862.84,43.63,8.67,959.33,1792.82,2.72,8.05,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pontoon,english,5,288.55,656.14,530.95,692.58,61.21,15.17,582.86,1271.62,4.39,20.42,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pompeii,english,5,519.68,742.06,541.85,669.47,30.28,16.46,678.83,1131.58,5.51,36.22,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pageant,english,5,462.72,856.76,461.6,857.54,46.65,15.38,446.46,970.25,4.96,31.67,NA,1,p,voiceless,stressed
bi_aldrich,P41,pomposity,english,5,549.92,754.44,511.92,748.97,45.43,15.94,534.32,1103.98,5.54,35.36,NA,1,p,voiceless,unstressed
bi_aldrich,P41,padlock,english,5,505.46,829.15,523.14,814.77,55.6,10.48,608.57,1657.37,3.94,15.91,NA,1,p,voiceless,stressed
bi_aldrich,P41,patty,english,5,504.09,835.58,530.38,821.32,53.91,12.86,545.1,1312.16,4.15,18.21,NA,1,p,voiceless,stressed
bi_aldrich,P41,passable,english,5,510.03,806.63,498.6,800.66,64.75,13.23,345.44,664.71,7.99,83.55,NA,1,p,voiceless,stressed
bi_aldrich,P41,patente,spanish,5,432.51,656.74,488.74,750.92,20.32,18.01,1254.41,2059.61,2.48,6.12,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pasado,spanish,5,377.44,590.06,482.79,728.11,17.64,17.45,1411.35,2313.76,2.24,4.41,NA,1,p,voiceless,unstressed
bi_aldrich,P41,patriota,spanish,5,416.11,525.01,384.26,511.63,17.08,15.09,750.96,954.84,3.79,20.75,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pata,spanish,5,455.47,609.06,532.02,750.2,33.66,12.42,804.97,728.75,3.5,21.28,NA,1,p,voiceless,stressed
bi_aldrich,P41,panza,spanish,5,494.03,665.83,542.38,737.04,16.73,16.58,829.67,1741.89,3.16,9.87,NA,1,p,voiceless,stressed
bi_aldrich,P41,pasillo,spanish,5,439.71,646.35,499.04,749,17.96,14.41,666.59,1237.25,4.95,26.53,NA,1,p,voiceless,unstressed
bi_aldrich,P41,paño,spanish,5,459.32,675.76,579.99,800.42,15.6,15.74,1573.67,1969.79,1.69,2.84,NA,1,p,voiceless,stressed
bi_aldrich,P41,pastoso,spanish,5,422.02,640.8,466.45,750.16,12.86,9.47,560.15,1091.49,5.58,36.88,NA,1,p,voiceless,unstressed
bi_aldrich,P41,papel,spanish,5,397.83,621.55,452.15,647.65,8.29,6.99,802.05,1391.75,4.34,20.99,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pandilla,spanish,5,424.83,636.83,505.23,793.5,16.57,12.98,796.2,1069.58,3.6,19.68,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pantera,spanish,5,401.36,629.69,525.18,776.88,18.9,12.28,843.07,1021.92,4.46,29.14,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pasión,spanish,5,370.81,585.18,454.3,734.6,13.41,11.26,625.56,1122.12,4.52,23.64,NA,1,p,voiceless,unstressed
bi_aldrich,P41,pacto,spanish,5,417.34,606.33,523.47,634.71,10.72,9.45,642.93,929.75,4.78,30.67,NA,1,p,voiceless,stressed
bi_aldrich,P41,patria,spanish,5,415.58,638.04,466.15,770.86,16.49,13.29,502.11,909.96,5.28,38.79,NA,1,p,voiceless,stressed
bi_aldrich,P41,paja,spanish,5,398.08,588.72,543.39,706.77,16.46,9.4,250.78,751.91,8.91,92.09,NA,1,p,voiceless,stressed
bi_aldrich,P41,paco,spanish,5,424.91,608.62,552.89,648.25,11.39,10.27,978.86,1720.93,3.28,11.19,NA,1,p,voiceless,stressed
bi_aldrich,P52,patty,english,5,552.48,871.83,555.58,752.29,54.29,6.47,346.54,560.78,5.52,56.66,NA,1,p,voiceless,stressed
bi_aldrich,P52,pontoon,english,5,531.49,711.43,463.98,622.85,62.01,19.23,354.97,883.91,7.1,60.02,NA,1,p,voiceless,unstressed
bi_aldrich,P52,posterity,english,5,279.42,563.48,477.87,683.53,52.27,11.26,294.62,862.53,8.49,83.83,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pageant,english,5,579.94,778.87,527.53,778.91,113.93,13.7,701.32,1087.05,4.04,23.87,NA,1,p,voiceless,stressed
bi_aldrich,P52,package,english,5,586.46,834.63,542.95,761.73,91.96,8.75,247.93,573.23,8.17,96.42,NA,1,p,voiceless,stressed
bi_aldrich,P52,pacify,english,5,583.95,839.32,541.09,713.66,68.97,21.98,840.02,1131.43,3.19,16.36,NA,1,p,voiceless,stressed
bi_aldrich,P52,paddle,english,5,550.25,788.28,553.38,751.37,135.65,13.51,301.11,595.64,9.84,131.14,NA,1,p,voiceless,stressed
bi_aldrich,P52,pandora,english,5,428.48,836.2,516.61,831.51,22.78,16.06,669.38,1064.77,4.48,27.77,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pandemic,english,4,544.47,880.8,513.82,821.76,48.05,16.74,330.75,786.6,7.35,70.13,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pangaea,english,5,355.84,845.63,477.27,853.54,36.49,21.89,1031.48,1863.08,2.22,5.25,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pander,english,5,530.67,896.82,509.11,835.24,50.74,15.2,736.27,972.42,3.78,24.39,NA,1,p,voiceless,stressed
bi_aldrich,P52,passivity,english,5,267.35,768.85,384.68,774.16,22.6,12.3,836.42,1337.45,3.63,15.67,NA,1,p,voiceless,unstressed
bi_aldrich,P52,paprika,english,5,573.45,871.27,525.34,806.24,24.89,10.84,1324.35,1273.08,2.59,11.16,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pompeii,english,5,518.08,734.11,532.82,702.37,38.46,17.7,328.37,652.82,8.24,96.67,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pancake,english,5,488.45,854.23,329.77,527.92,48.66,14.63,452.17,875.85,7.73,69.27,NA,1,p,voiceless,stressed
bi_aldrich,P52,passion,english,5,577.28,829.16,551.44,748.76,97.16,9.37,592.89,1334.66,4.75,24.98,NA,1,p,voiceless,stressed
bi_aldrich,P52,pomposity,english,5,554.97,921.33,567.04,642.64,30.3,4.8,305.13,498.25,10.83,164.2,NA,1,p,voiceless,unstressed
bi_aldrich,P52,padlock,english,5,587.95,816.55,533.03,745.52,83.35,8.98,341.5,675.74,8.12,87.6,NA,1,p,voiceless,stressed
bi_aldrich,P52,pontific,english,5,200.45,643.03,481.66,626.1,26.52,12.43,1200.98,1555.9,3.69,16.49,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pasión,spanish,5,392.66,651.67,494.62,752.58,9.09,10.6,728.34,891.46,5.87,47.65,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pasado,spanish,5,421.8,605.4,529.82,741.05,7.36,6.67,193.76,303.23,12.29,271.67,NA,1,p,voiceless,unstressed
bi_aldrich,P52,patente,spanish,5,419.75,616.69,507.08,724.53,8.96,8.7,538.07,1082.12,6.19,43.05,NA,1,p,voiceless,unstressed
bi_aldrich,P52,patriota,spanish,5,415.72,677.23,518.75,735.97,14.11,13.56,955.83,1542.63,3.86,17,NA,1,p,voiceless,unstressed
bi_aldrich,P52,paja,spanish,5,364.36,689.73,532.03,697.23,4.18,5.47,318.73,309.52,12.07,279,NA,1,p,voiceless,stressed
bi_aldrich,P52,pata,spanish,5,385.16,650.7,538.97,703.49,9.64,13.11,729.15,1031.07,5.22,37.72,NA,1,p,voiceless,stressed
bi_aldrich,P52,pastoso,spanish,5,393.88,630.14,490.65,734.14,7.03,9.03,249.54,353.99,12.97,248.93,NA,1,p,voiceless,unstressed
bi_aldrich,P52,paso,spanish,5,403.13,625.4,545.08,744.78,10.7,11.38,384.32,847.57,7.42,67.65,NA,1,p,voiceless,stressed
bi_aldrich,P52,paco,spanish,5,404.91,642.62,533.76,707.54,8.38,10.09,355.46,497,10.2,143.71,NA,1,p,voiceless,stressed
bi_aldrich,P52,panza,spanish,5,407.02,639.38,540.11,761.98,7.09,8.67,299.17,651.86,8.2,86.91,NA,1,p,voiceless,stressed
bi_aldrich,P52,pandilla,spanish,5,429.96,635.96,529.94,745.12,8.35,10.7,294.29,755.89,7.55,74.4,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pavor,spanish,5,380.23,597.92,506.1,675.32,9.52,12.16,474.32,624.21,9.99,131.63,NA,1,p,voiceless,unstressed
bi_aldrich,P52,paño,spanish,5,380.55,615.34,533.68,719.46,10.02,11.43,644.14,1198.83,4.61,25.48,NA,1,p,voiceless,stressed
bi_aldrich,P52,patria,spanish,5,400.03,634.26,484.85,732.47,8.03,6.64,351.23,505.82,14.14,251.17,NA,1,p,voiceless,stressed
bi_aldrich,P52,pasillo,spanish,5,382.05,681.09,476.98,775.58,8.03,6.62,259.58,490.36,11.12,168.29,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pantera,spanish,5,409.58,627.27,494.52,733.02,15.16,11.61,617.02,934.42,5.76,44.05,NA,1,p,voiceless,unstressed
bi_aldrich,P52,pacto,spanish,5,365.86,640.25,555.93,710.73,7.09,13.02,296.86,303.16,15.95,410.29,NA,1,p,voiceless,stressed
bi_aldrich,P52,papel,spanish,5,427.33,610.25,508.36,674.04,11.24,11.54,620.69,1252.85,5.22,29.56,NA,1,p,voiceless,unstressed
bi_aldrich,P77,paprika,english,5,445.74,816.26,457,738.62,46.35,11.65,964.83,1666.82,3.65,14.88,NA,1,p,voiceless,unstressed
bi_aldrich,P77,passable,english,5,505.44,785.88,529.54,758.09,75.16,29.98,91.98,495.93,16.52,292.99,NA,1,p,voiceless,stressed
bi_aldrich,P77,patty,english,5,508.16,801.51,520.93,774.67,86.3,23.63,71.88,345.24,21.6,521.01,NA,1,p,voiceless,stressed
bi_aldrich,P77,pontoon,english,5,287.5,657.89,487.88,677.42,35.67,23.61,144.25,436.27,11.76,200.58,NA,1,p,voiceless,unstressed
bi_aldrich,P77,pomposity,english,5,176.95,616.68,461.85,574.76,60.84,13.08,255.88,1105.61,7.99,65.27,NA,1,p,voiceless,unstressed
bi_aldrich,P77,padlock,english,5,490.38,799.05,539.66,747.83,67.19,12.49,230.69,387.39,12.7,235.17,NA,1,p,voiceless,stressed
bi_aldrich,P77,passion,english,5,488.88,787.47,537.86,772.07,58.63,14.44,243.6,556.51,12.79,200.71,NA,1,p,voiceless,stressed
bi_aldrich,P77,pageant,english,5,497.3,824.84,523.38,795.37,68.75,15.97,3313.09,2650.87,0.8,0.12,NA,1,p,voiceless,stressed
bi_aldrich,P77,package,english,5,514.81,782.42,534.15,786.05,64.15,11.68,195.45,589.88,9.63,126.4,NA,1,p,voiceless,stressed
bi_aldrich,P77,paddle,english,5,507.77,803.48,550.73,757.04,77.6,32.68,250.49,1160.26,7.25,51.84,NA,1,p,voiceless,stressed
bi_aldrich,P77,pancake,english,5,337.12,887.53,458.79,880.8,59.05,13.2,373.68,774.13,5.61,46.39,NA,1,p,voiceless,stressed
bi_aldrich,P77,pontific,english,5,387.81,649.97,494.83,707.02,68.23,15.12,203.29,309.15,17.39,433.92,NA,1,p,voiceless,unstressed
bi_aldrich,P77,pander,english,5,343.95,936.99,419.51,857.48,87.72,22.01,200.2,714.97,11.82,146.43,NA,1,p,voiceless,stressed
bi_aldrich,P77,pacify,english,5,526.24,778.62,522.43,737.82,60.51,8.16,459.13,1216.11,5.78,39.35,NA,1,p,voiceless,stressed
bi_aldrich,P77,pompeii,english,5,392.76,665.3,445.67,648.83,42.1,12.67,226.91,311.89,16.27,384.22,NA,1,p,voiceless,unstressed
bi_aldrich,P77,pangaea,english,5,421.38,873.6,422.94,843.35,54.99,19.57,215.02,658.21,6.68,56.73,NA,1,p,voiceless,unstressed
bi_aldrich,P77,posterity,english,5,475.62,678.34,470.55,701.41,59.26,26.65,629.47,1997.05,4.77,21.45,NA,1,p,voiceless,unstressed
bi_aldrich,P77,pandemic,english,5,373.68,873.52,478.67,849.82,66.93,25.8,104.83,274.58,24.98,767.74,NA,1,p,voiceless,unstressed
bi_aldrich,P77,pasado,spanish,5,361.5,637.89,423.57,736.7,12.95,15.01,247.28,549.24,12.77,188.34,NA,1,p,voiceless,unstressed
bi_aldrich,P77,paja,spanish,5,434.84,672.26,497.15,710.2,13.08,14.9,334.94,647.88,9.59,114.67,NA,1,p,voiceless,stressed
bi_aldrich,P77,pantera,spanish,5,396.76,640.1,464.58,726.21,15.53,17.91,275.46,687.2,8.37,86.23,NA,1,p,voiceless,unstressed
bi_aldrich,P77,paco,spanish,5,415.8,654.39,497.73,715.44,13.24,12.65,242.03,386.4,14.82,329.59,NA,1,p,voiceless,stressed
bi_aldrich,P77,pandilla,spanish,5,314.39,660.29,465.15,739.24,11.71,15.11,617.14,1061.66,5.54,35.74,NA,1,p,voiceless,unstressed
bi_aldrich,P77,papel,spanish,5,410.77,677.77,456.56,696.64,13.68,13.28,237.98,315.77,15.04,338.86,NA,1,p,voiceless,unstressed
bi_aldrich,P77,pata,spanish,5,393.22,621.62,494.68,723.6,8.76,5.5,228.01,412.72,17.69,370.29,NA,1,p,voiceless,stressed
bi_aldrich,P77,pasión,spanish,5,408.28,670.55,454.04,740.72,13.1,13.94,482.72,958.04,7,56.39,NA,1,p,voiceless,unstressed
bi_aldrich,P77,patente,spanish,5,400.37,663.62,478.9,743.57,10.6,13.52,727,1140.3,4.36,26.33,NA,1,p,voiceless,unstressed
bi_aldrich,P77,patriota,spanish,5,429.53,673.75,492.58,744.36,17.38,17.87,377.1,689.34,7.73,86.73,NA,1,p,voiceless,unstressed
bi_aldrich,P77,paño,spanish,5,389.62,695.46,558.29,760.88,8.73,10.1,420.48,602.48,8.02,99.52,NA,1,p,voiceless,stressed
bi_aldrich,P77,pasillo,spanish,5,390.4,704.23,436.51,753.34,12.68,14.64,364.19,625.1,9.15,114.51,NA,1,p,voiceless,unstressed
bi_aldrich,P77,panza,spanish,5,408.87,653.86,525.44,713.21,11.86,13.67,190.1,502.25,12.96,221.05,NA,1,p,voiceless,stressed
bi_aldrich,P77,pacto,spanish,5,372.54,642.77,513.16,691.22,9.56,9.85,506.52,914.62,7.14,59.39,NA,1,p,voiceless,stressed
bi_aldrich,P77,patria,spanish,5,396.55,656.93,532.8,746.53,9.9,6.41,410.29,1081.06,6.01,39.8,NA,1,p,voiceless,stressed
bi_aldrich,P77,pastoso,spanish,5,432.91,679.07,476.24,726.7,8.84,7.08,348.51,609.61,10.34,135.61,NA,1,p,voiceless,unstressed
bi_aldrich,P77,paso,spanish,5,363.7,628.3,528.03,729.33,9.46,10.66,477.67,724.03,7.8,79.18,NA,1,p,voiceless,stressed
