subject	stimulus	response	reactionTime
dt_AXB_discrimination_masterFile	dec1,tsb1,tsc1	1	1.6351640224456787
dt_AXB_discrimination_masterFile	dsa2,dsc2,teb2	3	1.8751559257507324
dt_AXB_discrimination_masterFile	tsc2,teb2,tec2	1	2.051146984100342
dt_AXB_discrimination_masterFile	tec1,teb1,dsc1	3	1.7395210266113281
dt_AXB_discrimination_masterFile	dsc1,dsb1,dec1	3	1.818814992904663
dt_AXB_discrimination_masterFile	tea2,teb2,tsa2	3	1.6750950813293457
dt_AXB_discrimination_masterFile	teb2,tea2,dsa2	3	1.7394001483917236
dt_AXB_discrimination_masterFile	dea2,deb2,tsa2	1	1.7149438858032227
dt_AXB_discrimination_masterFile	tsc1,tsa1,teb1	1	0.259843111038208
dt_AXB_discrimination_masterFile	tsb2,tsa2,dea2	3	2.0669422149658203
dt_AXB_discrimination_masterFile	tec2,teb2,tsc2	3	2.043121099472046
dt_AXB_discrimination_masterFile	tsc1,tsa1,deb1	1	2.091102123260498
dt_AXB_discrimination_masterFile	dsa2,dsb2,dea2	3	1.6751420497894287
dt_AXB_discrimination_masterFile	dsa1,tea1,teb1	1	2.1071720123291016
dt_AXB_discrimination_masterFile	tsb2,tsc2,tec2	3	1.7631299495697021
dt_AXB_discrimination_masterFile	tsb1,tea1,tec1	3	1.6748809814453125
dt_AXB_discrimination_masterFile	dsb1,dsc1,tec1	3	1.9397389888763428
dt_AXB_discrimination_masterFile	deb1,dsa1,dsc1	1	1.8834609985351562
dt_AXB_discrimination_masterFile	dsa1,teb1,tea1	1	1.7788159847259521
dt_AXB_discrimination_masterFile	dsb1,dsa1,tea1	3	2.2674720287323
dt_AXB_discrimination_masterFile	teb2,tsc2,tsa2	1	1.7630841732025146
dt_AXB_discrimination_masterFile	dsb1,tea1,tec1	3	1.7790281772613525
dt_AXB_discrimination_masterFile	dsa1,dsc1,deb1	1	1.7949860095977783
dt_AXB_discrimination_masterFile	tsa1,tea1,teb1	1	1.819159984588623
dt_AXB_discrimination_masterFile	teb2,dsc2,dsa2	3	2.0112290382385254
dt_AXB_discrimination_masterFile	tsb1,dea1,dec1	1	1.8351049423217773
dt_AXB_discrimination_masterFile	deb1,dec1,tsc1	3	1.5551049709320068
dt_AXB_discrimination_masterFile	teb1,tec1,tsc1	3	1.9871439933776855
dt_AXB_discrimination_masterFile	tea2,tec2,dsb2	3	1.8594770431518555
dt_AXB_discrimination_masterFile	tsb2,tsc2,dec2	1	1.674880027770996
dt_AXB_discrimination_masterFile	deb1,tsc1,tsa1	1	1.9471969604492188
dt_AXB_discrimination_masterFile	tea1,tsa1,tsb1	3	1.819066047668457
dt_AXB_discrimination_masterFile	dsb2,dsc2,tec2	3	1.795557975769043
dt_AXB_discrimination_masterFile	dec1,dea1,tsb1	1	1.7628419399261475
dt_AXB_discrimination_masterFile	dec2,tsb2,tsc2	1	1.7152199745178223
dt_AXB_discrimination_masterFile	dec2,deb2,dsc2	3	1.7476451396942139
dt_AXB_discrimination_masterFile	tsc1,deb1,dec1	3	1.730729103088379
dt_AXB_discrimination_masterFile	tea1,tec1,tsb1	3	1.8430938720703125
dt_AXB_discrimination_masterFile	dsc2,teb2,tec2	1	1.8352060317993164
dt_AXB_discrimination_masterFile	tec1,dsc1,dsb1	3	1.739013910293579
dt_AXB_discrimination_masterFile	dec2,dea2,dsb2	1	1.8193130493164062
dt_AXB_discrimination_masterFile	dsb2,tec2,tea2	3	1.699214220046997
dt_AXB_discrimination_masterFile	deb2,dea2,tsa2	1	1.7548439502716064
dt_AXB_discrimination_masterFile	tsb1,tsa1,tea1	3	1.6591498851776123
dt_AXB_discrimination_masterFile	teb2,tsa2,tsc2	3	1.8432419300079346
dt_AXB_discrimination_masterFile	tea2,tec2,tsb2	1	1.7550430297851562
dt_AXB_discrimination_masterFile	dsc2,dsb2,dec2	3	1.6752171516418457
dt_AXB_discrimination_masterFile	deb1,dsc1,dsa1	1	1.9871058464050293
dt_AXB_discrimination_masterFile	dea1,deb1,tsa1	1	1.690985918045044
dt_AXB_discrimination_masterFile	tea1,dsa1,dsb1	1	2.171605110168457
dt_AXB_discrimination_masterFile	dsb1,tec1,tea1	1	2.0033130645751953
dt_AXB_discrimination_masterFile	tec1,tsc1,tsb1	1	1.7391479015350342
dt_AXB_discrimination_masterFile	tsa2,tsc2,teb2	3	1.5547080039978027
dt_AXB_discrimination_masterFile	dsc1,teb1,tec1	1	1.7952771186828613
dt_AXB_discrimination_masterFile	teb1,dsc1,dsa1	1	1.8832130432128906
dt_AXB_discrimination_masterFile	tsa1,tsc1,deb1	3	1.8190791606903076
dt_AXB_discrimination_masterFile	tea1,dsb1,dsa1	1	2.035454034805298
dt_AXB_discrimination_masterFile	dsa2,tea2,teb2	1	1.7949771881103516
dt_AXB_discrimination_masterFile	dsb2,dsa2,tea2	3	1.7791409492492676
dt_AXB_discrimination_masterFile	tec2,teb2,dsc2	3	1.5949699878692627
dt_AXB_discrimination_masterFile	tsc2,dec2,deb2	3	1.7154622077941895
dt_AXB_discrimination_masterFile	tea1,teb1,tsa1	3	1.6991028785705566
dt_AXB_discrimination_masterFile	teb2,tec2,dsc2	3	1.5982639789581299
dt_AXB_discrimination_masterFile	teb2,tea2,tsa2	3	1.833456039428711
dt_AXB_discrimination_masterFile	tsa2,tsb2,tea2	3	1.9471461772918701
dt_AXB_discrimination_masterFile	tsc1,tsb1,tec1	3	1.5950841903686523
dt_AXB_discrimination_masterFile	tec2,tsb2,tsc2	3	1.8592119216918945
dt_AXB_discrimination_masterFile	dea2,deb2,dsa2	1	1.8990890979766846
dt_AXB_discrimination_masterFile	dsa1,deb1,dea1	3	1.867292881011963
dt_AXB_discrimination_masterFile	tsc1,tec1,teb1	3	1.9230120182037354
dt_AXB_discrimination_masterFile	tsb1,dec1,dea1	1	1.8190622329711914
dt_AXB_discrimination_masterFile	tsc2,tsb2,dec2	3	1.755256175994873
dt_AXB_discrimination_masterFile	tec1,tsb1,tsc1	1	1.947087049484253
dt_AXB_discrimination_masterFile	tec2,tsc2,tsb2	3	1.779129981994629
dt_AXB_discrimination_masterFile	teb1,tsa1,tsc1	3	1.7952110767364502
dt_AXB_discrimination_masterFile	dsa2,teb2,tea2	3	3.4832069873809814
dt_AXB_discrimination_masterFile	deb2,dsa2,dsc2	1	1.939100980758667
dt_AXB_discrimination_masterFile	dec2,dsc2,dsb2	1	1.8830440044403076
dt_AXB_discrimination_masterFile	dec2,dea2,tsb2	1	1.7632088661193848
dt_AXB_discrimination_masterFile	tsa2,deb2,dea2	3	2.0671820640563965
dt_AXB_discrimination_masterFile	dsa2,dsc2,deb2	3	2.0031919479370117
dt_AXB_discrimination_masterFile	deb2,tsc2,tsa2	1	1.6751739978790283
dt_AXB_discrimination_masterFile	teb1,tea1,tsa1	3	1.454131841659546
dt_AXB_discrimination_masterFile	dsb1,dea1,dec1	1	1.9839859008789062
dt_AXB_discrimination_masterFile	tsa1,deb1,dea1	1	1.7156031131744385
dt_AXB_discrimination_masterFile	dsb1,dsa1,dea1	3	1.9628450870513916
dt_AXB_discrimination_masterFile	tec1,tea1,dsb1	3	2.0032591819763184
dt_AXB_discrimination_masterFile	dsc1,dsa1,teb1	3	1.7391180992126465
dt_AXB_discrimination_masterFile	dea1,dsb1,dsa1	3	1.7551071643829346
dt_AXB_discrimination_masterFile	teb1,dsa1,dsc1	1	1.7788848876953125
dt_AXB_discrimination_masterFile	tea2,tsb2,tsa2	1	1.6753129959106445
dt_AXB_discrimination_masterFile	tec2,tea2,tsb2	3	1.7389090061187744
dt_AXB_discrimination_masterFile	dsb2,dec2,dea2	3	1.6748268604278564
dt_AXB_discrimination_masterFile	dsa2,dsb2,tea2	3	2.091805934906006
dt_AXB_discrimination_masterFile	tsa2,dea2,deb2	1	1.859138011932373
dt_AXB_discrimination_masterFile	tea2,dsb2,dsa2	1	1.9869651794433594
dt_AXB_discrimination_masterFile	dea2,dec2,tsb2	1	1.7552759647369385
dt_AXB_discrimination_masterFile	tsc2,tsa2,teb2	1	1.987076997756958
dt_AXB_discrimination_masterFile	dec1,dsc1,dsb1	1	1.9150428771972656
dt_AXB_discrimination_masterFile	dea1,deb1,dsa1	1	1.7869799137115479
dt_AXB_discrimination_masterFile	dsb2,dea2,dec2	3	1.7314739227294922
dt_AXB_discrimination_masterFile	deb1,dea1,dsa1	1	1.8190879821777344
dt_AXB_discrimination_masterFile	dsc1,deb1,dec1	1	1.8270840644836426
dt_AXB_discrimination_masterFile	dsc2,dsa2,teb2	3	1.9631590843200684
dt_AXB_discrimination_masterFile	deb2,dec2,tsc2	1	1.6911320686340332
dt_AXB_discrimination_masterFile	dea1,tsb1,tsa1	3	2.6432929039001465
dt_AXB_discrimination_masterFile	teb1,tec1,dsc1	3	1.6289288997650146
dt_AXB_discrimination_masterFile	dsa2,dea2,deb2	3	1.729261875152588
dt_AXB_discrimination_masterFile	deb1,dea1,tsa1	1	2.0831098556518555
dt_AXB_discrimination_masterFile	tsc1,teb1,tec1	1	1.7632169723510742
dt_AXB_discrimination_masterFile	tec2,tea2,dsb2	3	1.7309930324554443
dt_AXB_discrimination_masterFile	tsa1,dea1,deb1	3	1.6992559432983398
dt_AXB_discrimination_masterFile	dsa1,dsc1,teb1	1	1.778799057006836
dt_AXB_discrimination_masterFile	tsc2,deb2,dec2	1	1.6751201152801514
dt_AXB_discrimination_masterFile	dsc2,deb2,dec2	3	1.5552330017089844
