BIL_barbaraPadilla_daba_spanish_1131,409.87,754.73,435.21,783.52,-83.77,-14.79,508.91,348.40,6.16,144.79,app
BIL_barbaraPadilla_daba_spanish_1243,402.68,742.52,430.25,723.63,-54.05,2.26,448.46,310.00,13.61,440.42,release
BIL_barbaraPadilla_daba_spanish_1255,381.82,748.81,348.78,735.18,-38.17,-10.50,426.68,356.57,12.58,304.93,app
BIL_barbaraPadilla_dado_spanish_1025,354.08,752.66,384.49,709.94,-80.05,3.44,519.26,723.10,9.19,120.80,
BIL_barbaraPadilla_dado_spanish_1173,342.12,756.68,330.35,712.94,-47.11,-5.88,470.86,596.29,12.72,198.26,release
BIL_barbaraPadilla_dado_spanish_1209,407.95,739.92,391.99,703.56,-74.44,-8.03,894.89,1201.81,4.70,28.69,
BIL_barbaraPadilla_daga_spanish_1066,410.97,746.36,527.63,812.46,-99.69,6.30,1499.04,1732.78,2.65,8.50,
BIL_barbaraPadilla_daga_spanish_1113,394.55,748.95,467.13,770.77,-40.61,-11.55,504.65,541.90,9.92,165.58,
BIL_barbaraPadilla_daga_spanish_1123,424.70,733.38,537.36,826.63,12.09,-8.75,708.59,1154.29,7.77,84.43,
BIL_barbaraPadilla_dagger_english_1012,389.21,824.12,321.77,795.23,16.02,-4.47,1283.43,1863.19,2.82,10.24,
BIL_barbaraPadilla_dagger_english_1111,375.89,833.33,467.46,808.02,17.54,-1.88,2565.77,2400.20,1.67,2.81,
BIL_barbaraPadilla_dagger_english_1271,368.26,824.92,373.55,759.74,17.76,-1.82,769.52,1186.67,3.87,19.74,
BIL_barbaraPadilla_dakota_english_1092,350.84,770.28,368.67,723.11,-61.20,4.45,4356.77,2760.29,0.58,-0.58,
BIL_barbaraPadilla_dakota_english_1153,334.64,806.69,502.08,807.18,19.12,4.02,1183.44,1550.39,3.36,14.48,
BIL_barbaraPadilla_dakota_english_1207,341.77,790.60,328.58,748.99,25.81,9.87,2895.63,3025.61,0.93,0.22,
BIL_barbaraPadilla_daltonian_english_1058,415.07,790.97,364.99,777.77,32.45,12.86,3345.08,3121.07,0.92,0.30,
BIL_barbaraPadilla_daltonian_english_1074,393.21,768.91,353.09,744.77,23.96,14.53,1733.47,1675.88,2.51,8.67,
BIL_barbaraPadilla_daltonian_english_1263,412.50,765.45,519.48,761.18,21.72,6.24,2996.22,3151.93,1.25,0.19,
BIL_barbaraPadilla_daltonico_spanish_1078,402.41,741.36,472.94,771.26,-37.83,5.57,408.52,525.45,11.23,204.86,app
BIL_barbaraPadilla_daltonico_spanish_1147,402.41,741.36,472.94,771.26,-37.83,5.57,408.52,525.45,11.23,204.86,app
BIL_barbaraPadilla_daltonico_spanish_1211,402.41,741.36,472.94,771.26,-37.83,5.57,408.52,525.45,11.23,204.86,app
BIL_barbaraPadilla_dama_spanish_1044,402.41,741.36,472.94,771.26,-37.83,5.57,408.52,525.45,11.23,204.86,app
BIL_barbaraPadilla_dama_spanish_1064,415.41,747.25,429.17,738.44,-74.60,2.59,508.27,592.16,9.42,132.49,
BIL_barbaraPadilla_dama_spanish_1177,397.16,739.34,331.39,700.28,-89.55,-10.22,391.68,470.62,16.33,353.92,
BIL_barbaraPadilla_damage_english_1117,453.59,818.15,448.53,810.29,46.84,2.08,2823.66,2296.30,1.76,4.53,
BIL_barbaraPadilla_damage_english_1225,353.32,856.89,309.32,759.30,23.44,1.95,2821.42,2939.73,1.21,1.04,
BIL_barbaraPadilla_damage_english_1241,362.93,839.85,436.06,796.39,24.31,8.12,2780.60,1723.52,1.89,7.18,
BIL_barbaraPadilla_damnation_english_1159,373.26,816.43,548.49,880.71,21.23,7.32,1262.52,2064.59,2.36,6.03,
BIL_barbaraPadilla_damnation_english_1185,374.02,819.20,482.96,804.03,22.60,9.45,1837.28,2610.86,1.83,2.82,
BIL_barbaraPadilla_damnation_english_1269,363.10,814.79,462.83,828.91,28.08,14.54,857.65,1283.22,4.81,28.60,
BIL_barbaraPadilla_damper_english_1094,397.01,811.58,446.79,800.61,22.76,0.86,1414.27,2067.73,2.52,6.51,
BIL_barbaraPadilla_damper_english_1137,382.94,811.60,291.72,773.47,20.18,-1.26,2415.45,2073.87,1.45,3.77,
