BIL_barbaraPadilla_danesa_spanish_1193,348.30,782.79,328.12,720.81,27.03,18.00,650.66,1107.46,7.25,94.29,app
BIL_barbaraPadilla_danesa_spanish_1231,348.30,782.79,328.12,720.81,27.03,18.00,650.66,1107.46,7.25,94.29,app
BIL_barbaraPadilla_danielle_english_1050,388.94,802.51,320.50,754.88,22.03,8.66,994.74,1948.24,2.72,7.74,
BIL_barbaraPadilla_danielle_english_1179,390.20,796.49,309.59,752.83,25.45,11.44,2676.43,2460.87,1.43,2.43,
BIL_barbaraPadilla_danielle_english_1247,363.91,814.54,342.32,780.06,25.82,10.99,2078.17,2733.85,1.75,1.95,
BIL_barbaraPadilla_danino_spanish_1175,363.91,814.54,342.32,780.06,25.82,10.99,2078.17,2733.85,1.75,1.95,app
BIL_barbaraPadilla_danino_spanish_1203,363.91,814.54,342.32,780.06,25.82,10.99,2078.17,2733.85,1.75,1.95,
BIL_barbaraPadilla_danino_spanish_1223,333.84,768.77,358.65,722.91,-39.03,0.95,421.71,392.28,18.83,533.69,
BIL_barbaraPadilla_dano_spanish_1199,349.37,759.44,181.66,841.52,-111.26,0.71,571.61,840.06,5.46,45.67,realease
BIL_barbaraPadilla_dano_spanish_1213,353.34,742.38,774.91,1023.43,-77.72,-5.26,472.87,443.60,14.09,270.30,release
BIL_barbaraPadilla_dano_spanish_1279,353.34,742.38,774.91,1023.43,-77.72,-5.26,472.87,443.60,14.09,270.30,app
BIL_barbaraPadilla_danseur_english_1105,390.65,822.73,307.50,795.34,19.35,4.44,1749.43,2058.11,1.77,3.60,
BIL_barbaraPadilla_danseur_english_1161,397.51,817.71,317.21,792.98,23.82,7.07,1332.41,1539.62,2.33,12.32,
BIL_barbaraPadilla_danseur_english_1165,397.33,814.12,278.69,815.17,24.18,9.17,2106.03,1975.00,1.98,6.52,
BIL_barbaraPadilla_danza_spanish_1090,361.86,732.01,439.16,718.89,4.14,-0.81,373.24,349.34,18.75,534.45,release
BIL_barbaraPadilla_danza_spanish_1133,360.37,730.32,438.83,719.24,-10.33,-1.27,463.61,514.77,14.12,288.98,release
BIL_barbaraPadilla_danza_spanish_1257,360.37,730.32,438.83,719.24,-10.33,-1.27,463.61,514.77,14.12,288.98,app
BIL_barbaraPadilla_danzar_spanish_1056,360.37,730.32,438.83,719.24,-10.33,-1.27,463.61,514.77,14.12,288.98,app
BIL_barbaraPadilla_danzar_spanish_1119,360.37,730.32,438.83,719.24,-10.33,-1.27,463.61,514.77,14.12,288.98,app
BIL_barbaraPadilla_danzar_spanish_1181,360.37,730.32,438.83,719.24,-10.33,-1.27,463.61,514.77,14.12,288.98,app
BIL_barbaraPadilla_dapper_english_1102,376.10,817.14,304.57,808.11,17.20,3.23,2389.56,2339.77,1.61,3.10,
BIL_barbaraPadilla_dapper_english_1121,403.54,820.78,829.21,1003.50,19.28,5.45,2165.59,2386.96,1.43,2.12,
BIL_barbaraPadilla_dapper_english_1267,395.93,815.58,318.68,823.14,15.56,-0.18,2321.82,2439.48,1.39,1.91,
BIL_barbaraPadilla_dazzle_english_1031,376.75,807.73,345.23,774.87,16.32,5.15,1755.23,1989.46,2.08,4.70,
BIL_barbaraPadilla_dazzle_english_1052,381.45,806.58,299.66,784.89,19.19,7.13,2053.55,2538.77,1.64,2.39,
BIL_barbaraPadilla_dazzle_english_1139,486.00,770.48,165.02,846.74,50.96,7.14,1904.20,1860.15,2.19,6.54,
BIL_barbaraPadilla_tabaco_spanish_1076,441.16,738.76,415.48,732.91,26.25,9.45,598.41,848.79,9.09,140.40,
BIL_barbaraPadilla_tabaco_spanish_1205,483.91,741.01,821.63,1003.72,31.41,10.06,2111.90,2259.58,2.00,4.82,
BIL_barbaraPadilla_tabaco_spanish_1259,416.61,737.65,447.14,711.98,17.67,2.98,2046.36,1973.87,2.32,8.46,
BIL_barbaraPadilla_tabard_english_1036,493.76,755.42,790.59,1020.64,61.79,6.45,1541.20,2054.99,2.38,6.14,
BIL_barbaraPadilla_tabard_english_1100,474.17,784.88,269.10,832.88,64.02,9.53,2254.11,2544.83,1.43,1.47,
BIL_barbaraPadilla_tabard_english_1135,472.77,783.14,321.17,837.76,52.10,10.40,1935.56,2620.61,1.96,3.23,
BIL_barbaraPadilla_taberna_spanish_1022,401.52,744.51,568.07,898.72,12.30,0.01,751.88,1011.67,4.71,34.64,
BIL_barbaraPadilla_taberna_spanish_1068,419.23,712.77,190.89,771.98,17.10,5.75,854.38,1020.29,3.73,23.15,
BIL_barbaraPadilla_taberna_spanish_1109,443.36,736.37,837.64,991.15,37.31,10.60,1727.81,1932.39,2.65,8.74,
BIL_barbaraPadilla_tabla_spanish_1107,412.21,731.95,434.37,706.16,16.73,6.68,2594.47,2119.59,2.10,5.12,
BIL_barbaraPadilla_tabla_spanish_1215,398.95,730.18,390.05,744.20,13.63,3.49,2084.64,1706.80,2.51,9.67,
BIL_barbaraPadilla_tabloid_english_1143,491.20,765.71,290.03,799.35,74.24,9.05,1933.47,2438.45,2.04,3.92,
BIL_barbaraPadilla_tabloid_english_1189,496.76,769.38,300.25,816.21,82.55,11.96,5576.63,4024.70,-0.12,-1.41,
BIL_barbaraPadilla_tabloid_english_1201,466.51,803.33,218.14,822.94,56.94,10.36,4829.45,3841.37,-0.04,-1.54,
BIL_barbaraPadilla_taboo_english_1020,440.80,792.54,736.62,940.52,94.19,10.32,4228.56,3800.28,0.52,-1.15,
BIL_barbaraPadilla_taboo_english_1219,459.68,805.92,796.16,1022.34,52.54,8.81,2124.71,2015.33,2.16,6.90,
BIL_barbaraPadilla_taboo_english_1275,459.48,770.41,856.50,1001.29,68.23,9.89,5542.94,3438.29,0.27,-0.68,
BIL_barbaraPadilla_tabu_spanish_1040,426.63,733.14,438.66,730.14,16.59,3.82,2016.33,1637.52,3.28,18.81,
BIL_barbaraPadilla_tabu_spanish_1088,415.41,735.92,327.31,606.39,22.78,9.30,884.71,1251.41,4.95,34.12,
BIL_barbaraPadilla_tabu_spanish_1249,412.60,754.15,384.42,638.52,17.40,5.25,1155.70,1646.59,3.65,16.95,
BIL_barbaraPadilla_tacit_english_1046,489.65,754.70,314.13,791.77,66.49,9.15,1910.74,2057.86,1.80,4.02,
BIL_barbaraPadilla_tacit_english_1149,442.64,797.45,305.05,792.46,49.23,6.73,3001.47,3395.30,1.02,-0.26,
BIL_barbaraPadilla_tacit_english_1265,462.72,816.54,307.84,805.90,49.78,7.91,2546.73,3035.45,1.49,1.09,
BIL_barbaraPadilla_tackle_english_1060,482.03,762.46,379.13,689.76,47.56,7.96,4861.84,3057.19,-0.10,-0.90,
BIL_barbaraPadilla_tackle_english_1151,472.45,790.84,832.83,1071.32,53.53,8.69,3986.36,3710.48,0.84,-0.63,
BIL_barbaraPadilla_tackle_english_1251,459.26,801.95,250.14,857.53,46.17,8.10,2100.03,2337.78,1.70,2.56,
BIL_barbaraPadilla_taco_spanish_1115,427.61,745.72,174.71,582.70,18.67,4.08,1976.98,2506.70,2.23,4.63,
BIL_barbaraPadilla_taco_spanish_1187,412.17,740.63,168.02,668.76,16.48,3.80,1155.91,1453.69,3.16,13.65,
BIL_barbaraPadilla_taco_spanish_1277,405.21,743.34,422.86,669.48,14.12,-1.06,1096.94,1738.91,3.65,14.70,
BIL_barbaraPadilla_tactics_english_1027,463.41,775.25,323.43,788.74,42.52,5.51,2676.18,2701.14,1.08,0.68,
BIL_barbaraPadilla_tactics_english_1163,476.07,781.52,307.46,775.66,62.49,6.00,5927.55,3269.74,-0.27,-1.44,release
BIL_barbaraPadilla_tactics_english_1227,463.24,810.46,319.16,787.56,46.73,3.02,2799.53,1709.84,1.63,6.54,
BIL_barbaraPadilla_tactil_spanish_1070,417.63,746.25,323.56,734.66,13.79,0.75,1989.02,2334.70,1.87,3.31,
BIL_barbaraPadilla_tactil_spanish_1127,416.50,754.78,296.60,807.35,18.63,-0.60,676.98,865.99,8.62,91.83,
BIL_barbaraPadilla_tactil_spanish_1281,460.45,751.88,285.01,770.51,21.19,2.09,954.22,1630.95,3.56,16.01,
BIL_barbaraPadilla_tamano_spanish_1048,432.08,762.18,314.87,800.12,17.92,8.58,2739.71,2786.77,1.33,1.56,
BIL_barbaraPadilla_tamano_spanish_1125,403.14,755.85,432.77,733.50,17.62,6.24,672.48,879.39,6.67,70.84,
BIL_barbaraPadilla_tamano_spanish_1273,442.51,762.00,432.14,706.36,20.53,6.16,550.73,777.07,7.09,75.51,
BIL_barbaraPadilla_tambien_spanish_1237,432.55,744.08,275.64,829.63,23.86,6.76,1640.80,1824.54,3.27,13.36,
BIL_barbaraPadilla_tambien_spanish_1239,451.92,750.99,319.36,810.71,29.87,11.01,1004.86,1576.01,4.57,27.91,
BIL_barbaraPadilla_tambien_spanish_1261,437.59,754.35,427.12,749.92,16.02,4.53,1964.17,2392.17,2.41,6.45,
BIL_barbaraPadilla_tambourine_english_1038,477.13,783.11,331.79,863.16,48.75,8.38,2488.70,2456.66,1.43,1.94,
BIL_barbaraPadilla_tambourine_english_1084,516.38,797.92,236.51,865.63,64.12,6.44,2629.96,2649.38,1.29,0.95,
BIL_barbaraPadilla_tamourine_english_1155,516.38,797.92,236.51,865.63,64.12,6.44,2629.96,2649.38,1.29,0.95,
BIL_barbaraPadilla_tampoco_spanish_1086,408.53,746.46,322.29,791.97,17.42,3.97,957.17,1413.85,5.31,34.02,
BIL_barbaraPadilla_tampoco_spanish_1169,486.84,730.70,418.72,733.84,40.13,5.32,1010.92,2030.78,3.78,15.25,
BIL_barbaraPadilla_tampoco_spanish_1221,436.11,750.35,869.37,1031.44,23.30,6.83,2437.14,2604.59,1.75,2.30,
BIL_barbaraPadilla_tanker_english_1033,355.49,908.05,301.01,782.21,43.86,4.43,1616.77,2033.23,2.61,8.09,vowel offset
BIL_barbaraPadilla_tanker_english_1229,379.10,933.53,800.29,1013.18,55.81,4.20,3826.09,3081.48,0.51,-0.50, vowel offset
BIL_barbaraPadilla_tanker_english_1283,364.57,921.42,320.52,806.53,48.72,5.76,3359.92,2784.14,0.74,-0.03,vowel offset
BIL_barbaraPadilla_tanque_spanish_1006,463.47,746.00,311.74,791.62,26.29,1.52,869.58,1167.54,5.50,37.56,
BIL_barbaraPadilla_tanque_spanish_1157,431.19,756.04,421.67,684.15,12.30,-3.05,1787.95,1873.82,3.00,12.10,
BIL_barbaraPadilla_tanque_spanish_1235,439.76,742.60,444.11,714.81,16.70,0.75,2581.41,2803.78,1.53,1.74,
BIL_barbaraPadilla_tanto_spanish_1014,456.36,737.59,609.64,969.83,27.56,10.85,2534.94,2553.92,2.14,4.40,
BIL_barbaraPadilla_tanto_spanish_1183,410.67,756.72,391.93,652.91,17.13,-0.18,1788.79,2247.89,2.31,5.78,
BIL_barbaraPadilla_tanto_spanish_1197,438.00,764.33,422.42,741.39,13.80,-0.79,1165.83,2131.93,3.01,9.85,
BIL_barbaraPadilla_tantrum_english_1004,493.32,814.86,200.10,863.59,63.08,6.05,1516.73,1817.19,2.63,8.41,
BIL_barbaraPadilla_tantrum_english_1054,493.09,837.77,175.40,869.97,58.00,8.15,1820.61,1991.37,2.26,6.63,
BIL_barbaraPadilla_tantrum_english_1233,458.58,865.50,261.03,774.70,59.81,8.69,4436.91,2980.53,0.21,-0.83,
BIL_barbaraPadilla_tapioca_english_1072,464.68,757.44,349.22,811.06,57.23,7.72,1728.36,1975.96,2.26,6.32,
BIL_barbaraPadilla_tapioca_english_1082,457.58,764.62,392.80,818.76,59.28,5.98,4044.31,3303.81,0.53,-0.64,
BIL_barbaraPadilla_tapioca_english_1145,462.68,790.38,373.85,836.15,60.33,8.13,2533.56,3012.48,1.42,0.90,
BIL_barbaraPadilla_tatooing_english_1042,441.09,787.38,326.32,771.29,42.08,7.46,2985.02,2413.61,1.04,0.82,
BIL_barbaraPadilla_tattoo_english_1062,455.70,791.25,694.80,981.98,61.32,7.23,1376.42,2081.53,2.76,7.71,release
BIL_barbaraPadilla_tattoo_english_1080,472.81,796.81,214.16,858.58,62.69,7.34,3746.25,3276.09,0.48,-0.72,
BIL_barbaraPadilla_tattoo_english_1098,446.87,787.25,294.17,793.07,46.47,8.37,2541.91,2793.56,1.47,1.14,
BIL_barbaraPadilla_tattooing_english_1016,454.51,801.55,341.90,874.65,46.89,8.68,1423.70,1783.42,2.79,9.33,
BIL_barbaraPadilla_tattooing_english_1253,444.14,802.47,341.96,755.03,48.22,6.92,2955.22,3049.88,1.11,0.43,
BIL_erikaRedford_daba_spanish_1070,434.28,817.22,538.12,927.60,-140.50,0.45,1361.24,2204.74,4.94,27.17,release
BIL_erikaRedford_daba_spanish_1132,427.22,836.39,384.41,878.81,-148.09,-4.16,2368.42,1355.07,1.30,6.20,
BIL_erikaRedford_dado_spanish_1230,441.27,818.20,337.37,824.99,-152.69,-9.55,1633.13,1493.94,1.39,3.60,
BIL_erikaRedford_dado_spanish_1236,430.04,817.18,398.20,863.62,-132.12,-10.77,2001.78,1982.91,1.68,3.32,
BIL_erikaRedford_dado_spanish_1248,440.63,803.13,620.25,887.00,-144.96,-11.61,1128.27,1277.30,2.00,5.20,
BIL_erikaRedford_daga_spanish_1040,407.43,824.93,476.54,780.86,-103.05,-0.72,1405.11,1199.04,2.71,14.05,
BIL_erikaRedford_daga_spanish_1216,417.62,813.68,755.23,874.01,-146.79,-9.35,1356.75,1414.18,2.34,8.29,
BIL_erikaRedford_daga_spanish_1256,392.27,807.10,347.56,812.80,-147.25,-6.92,910.38,1243.04,3.50,14.85,
BIL_erikaRedford_dagger_english_1030,349.94,868.72,353.73,838.55,-138.90,2.12,1299.54,2274.68,2.47,5.25,release
BIL_erikaRedford_dagger_english_1116,394.93,874.40,798.97,1028.62,-112.19,-1.27,2850.35,2763.70,1.23,0.99,
BIL_erikaRedford_dakota_english_1050,363.19,827.63,331.64,879.68,19.13,5.48,3056.40,2896.03,1.19,0.67,
BIL_erikaRedford_dakota_english_1152,343.03,827.14,368.45,895.66,-82.13,0.45,5646.63,4044.71,-0.20,-1.60,
BIL_erikaRedford_dakota_english_1198,334.98,842.08,316.15,904.16,20.74,2.51,3602.34,2985.29,0.29,-1.15,
BIL_erikaRedford_daltonian_english_1218,393.50,789.74,684.51,980.53,-66.80,-7.28,968.22,1398.22,3.48,16.74,
BIL_erikaRedford_daltonico_spanish_1090,411.96,802.04,393.27,911.20,-165.17,-6.46,1403.97,1245.50,1.91,5.82,
BIL_erikaRedford_daltonico_spanish_1196,408.03,803.67,417.89,892.91,-120.25,-12.04,682.66,606.32,4.12,25.97,
BIL_erikaRedford_daltonico_spanish_1278,435.61,803.51,412.35,850.47,-88.90,-5.75,757.04,1380.63,3.40,15.42,release
BIL_erikaRedford_dama_spanish_1136,388.42,819.85,733.10,961.33,-110.78,-8.02,1098.32,1028.95,2.15,11.69,
BIL_erikaRedford_dama_spanish_1140,382.21,832.05,370.18,862.39,-143.83,-5.97,2795.87,2007.06,1.76,4.42,
BIL_erikaRedford_dama_spanish_1202,437.54,823.62,822.94,967.53,-107.76,-9.85,2593.34,1978.39,0.82,1.15,
BIL_erikaRedford_damage_english_1150,364.13,887.03,697.13,811.66,24.05,-0.14,3159.58,3043.24,0.95,-0.26,
BIL_erikaRedford_damage_english_1170,342.92,860.50,338.09,903.04,15.07,-4.14,2050.82,1793.37,2.06,6.50,
BIL_erikaRedford_damage_english_1250,322.51,885.44,319.44,895.59,15.68,2.82,2495.47,2486.84,1.80,3.35,
BIL_erikaRedford_damnation_english_1096,353.13,836.57,368.96,899.14,-83.44,-2.62,965.82,1413.71,3.49,16.66,
BIL_erikaRedford_damnation_english_1104,356.09,836.57,366.12,880.58,-106.13,-3.40,1391.29,1712.79,2.58,9.45,release
BIL_erikaRedford_damnation_english_1186,354.17,842.48,353.62,836.32,13.91,5.68,2317.36,3028.04,1.48,0.97,
BIL_erikaRedford_damper_english_1180,354.17,842.48,353.62,836.32,13.91,5.68,2317.36,3028.04,1.48,0.97,release
BIL_erikaRedford_danar_spanish_1066,430.89,813.30,309.74,814.80,-88.97,-8.14,1192.11,1841.39,2.58,6.40,
BIL_erikaRedford_danar_spanish_1182,418.72,834.52,418.50,911.41,-138.93,-7.14,1281.99,1419.32,2.05,5.76,
BIL_erikaRedford_danar_spanish_1204,440.17,828.05,767.55,943.76,-119.03,-3.99,1676.87,1458.80,2.35,9.59,
BIL_erikaRedford_dancette_english_1114,374.43,850.17,329.06,877.13,-113.70,4.68,4607.38,3445.41,0.09,-1.47,
BIL_erikaRedford_dancette_english_1262,368.62,843.11,720.63,960.23,-109.36,-1.85,3866.91,3144.91,0.63,-0.85,
BIL_erikaRedford_dancing_english_1118,339.20,888.14,352.44,912.25,-123.74,-5.28,2564.53,2296.20,0.77,-0.32,
BIL_erikaRedford_dancing_english_1134,347.55,902.74,374.99,811.35,23.55,4.35,6379.57,2796.45,-0.98,-0.44,
BIL_erikaRedford_dancing_english_1176,343.59,883.65,382.99,931.87,-108.95,-0.70,2580.23,2753.83,1.46,1.94,
BIL_erikaRedford_danes_spanish_1052,422.63,826.08,731.49,916.07,-94.24,-5.20,1403.65,1247.40,2.24,10.88,
BIL_erikaRedford_danes_spanish_1098,422.63,826.08,731.49,916.07,-94.24,-5.20,1403.65,1247.40,2.24,10.88,release app
BIL_erikaRedford_danes_spanish_1174,432.34,807.87,382.40,900.41,-163.61,-6.74,715.61,893.76,4.20,26.71,
BIL_erikaRedford_danesa_spanish_1018,396.48,830.96,358.91,807.45,-76.24,-3.69,1856.89,1703.15,1.55,2.78,
BIL_erikaRedford_danesa_spanish_1034,404.17,815.84,404.44,921.59,-113.64,-3.92,562.18,755.72,8.06,86.23,
BIL_erikaRedford_danesa_spanish_1212,439.16,812.59,376.39,851.70,-109.04,-7.72,2028.86,1386.50,1.01,3.17,
BIL_erikaRedford_danielle_english_1002,367.31,842.97,320.73,815.32,-108.04,-0.27,3688.39,3073.49,0.68,-0.80,
BIL_erikaRedford_danielle_english_1208,370.91,840.25,330.24,840.73,-107.33,10.05,4153.84,2711.58,0.16,-0.62,
BIL_erikaRedford_danielle_english_1270,351.15,848.66,361.93,885.41,18.02,6.36,3940.13,2929.25,0.23,-1.18,
BIL_erikaRedford_danino_spanish_1046,405.59,828.76,368.04,901.91,-96.81,-3.08,1389.55,1043.82,3.31,21.00,
BIL_erikaRedford_danino_spanish_1130,416.25,835.27,394.41,921.02,-90.45,-1.94,1909.64,2058.94,1.88,3.63,
BIL_erikaRedford_danino_spanish_1190,424.65,816.43,606.89,935.12,-58.04,-1.11,708.96,1065.00,4.17,24.26,
BIL_erikaRedford_dano_spanish_1172,398.97,817.18,624.33,892.02,-146.36,-8.40,844.69,1094.71,2.53,9.82,
BIL_erikaRedford_dano_spanish_1214,398.97,817.18,624.33,892.02,-146.36,-8.40,844.69,1094.71,2.53,9.82,release
BIL_erikaRedford_dano_spanish_1252,407.97,823.89,418.79,853.99,-152.42,-8.57,1456.61,1545.50,1.67,4.33,
BIL_erikaRedford_danseur_english_1074,365.10,842.98,372.88,865.91,-85.18,6.89,2109.41,2337.11,2.32,5.88,
BIL_erikaRedford_danseur_english_1200,400.37,824.28,340.12,813.80,-100.96,0.84,2171.50,1953.06,2.13,6.74,
BIL_erikaRedford_danseur_english_1258,350.86,839.81,369.07,858.00,-73.96,-1.26,1069.04,1654.46,3.22,12.34,
BIL_erikaRedford_danza_spanish_1022,405.37,799.97,863.48,1102.50,8.37,-4.94,1253.44,1416.20,2.79,11.31,
BIL_erikaRedford_danza_spanish_1242,405.37,799.97,863.48,1102.50,8.37,-4.94,1253.44,1416.20,2.79,11.31,release app
BIL_erikaRedford_danzar_spanish_1092,421.69,822.33,372.60,810.53,-134.58,-4.14,1309.30,1493.46,3.20,13.80,
BIL_erikaRedford_danzar_spanish_1184,412.93,812.73,399.43,902.41,-145.78,-9.66,906.73,864.75,3.79,28.45,release
BIL_erikaRedford_danzar_spanish_1228,414.86,813.59,393.30,899.71,-132.99,-7.00,718.81,883.77,2.93,17.07,
BIL_erikaRedford_dapper_english_1056,341.84,854.73,309.64,827.18,-121.47,-1.15,1450.83,2147.87,2.45,5.38,
BIL_erikaRedford_dapper_english_1164,364.91,845.55,350.07,911.05,12.57,-6.57,943.75,1421.05,3.00,12.35,
BIL_erikaRedford_dapper_english_1272,355.21,856.73,342.68,876.70,-147.49,-5.48,1651.85,1843.94,2.38,6.59,
BIL_erikaRedford_dazzle_english_1068,346.74,835.99,368.93,829.39,16.89,-2.81,3250.84,2991.58,1.35,0.76,
BIL_erikaRedford_dazzle_english_1106,367.18,830.59,364.79,849.44,-166.99,-2.35,2547.00,2880.49,1.30,0.62,
BIL_erikaRedford_dazzle_english_1246,343.43,850.84,296.55,859.21,16.84,-0.60,4564.61,3413.19,0.15,-1.43,
BIL_erikaRedford_tabaco_spanish_1142,389.25,797.41,374.84,908.12,7.25,-4.11,833.61,982.76,3.34,20.02,
BIL_erikaRedford_tabaco_spanish_1226,450.19,798.16,408.22,905.82,12.39,-11.32,2263.49,1696.29,0.97,2.07,
BIL_erikaRedford_tabaco_spanish_1276,446.88,797.19,400.71,849.13,7.93,-6.34,2266.40,1354.93,0.86,4.12,
BIL_erikaRedford_tabard_english_1024,481.44,865.82,346.43,809.92,85.60,4.80,5722.03,2832.22,-0.01,-0.33,
BIL_erikaRedford_tabard_english_1036,459.22,844.23,361.68,842.40,87.20,2.93,5225.66,3571.69,-0.34,-1.47,
BIL_erikaRedford_tabard_english_1112,465.07,817.02,423.52,861.68,99.26,-2.90,3664.77,3540.38,0.64,-0.95,
BIL_erikaRedford_taberna_spanish_1094,439.05,806.84,371.33,830.20,10.67,-7.22,1530.49,1477.84,1.25,3.57,
BIL_erikaRedford_taberna_spanish_1188,436.62,810.30,383.16,819.73,10.81,-2.12,1464.97,1683.46,1.72,3.21,release
