"token" "subject" "word" "group" "language" "cons" "stress" "vot" "cog" "sd" "skew" "kurt" "cm"
"162" "BIL_ambarLuna_danesa_spanish_1180" "ambarLun" "danesa" "bilingual" "Spanish" "d" "unstressed" -61.22 1195.57 1463.9 3 11.99 9423900062.67
"163" "BIL_ambarLuna_danielle_english_1002" "ambarLun" "danielle" "bilingual" "English" "d" "unstressed" 33.13 4573.93 1954.72 -0.56 1.15 -4145851896.18
"164" "BIL_ambarLuna_danielle_english_1130" "ambarLun" "danielle" "bilingual" "English" "d" "unstressed" -95.77 4236.51 2210.63 0.56 1.6 6047594375.61
"165" "BIL_ambarLuna_danielle_english_1234" "ambarLun" "danielle" "bilingual" "English" "d" "unstressed" 25.47 3558.95 2644.17 0.42 0.28 7795146279.92
"166" "BIL_ambarLuna_danino_spanish_1018" "ambarLun" "danino" "bilingual" "Spanish" "d" "unstressed" 8.25 512.69 464.83 7.25 117.25 728002555.93
"167" "BIL_ambarLuna_danino_spanish_1102" "ambarLun" "danino" "bilingual" "Spanish" "d" "unstressed" 19.05 570.66 1032.42 5.41 45.91 5948818100.59
"168" "BIL_ambarLuna_danino_spanish_1214" "ambarLun" "danino" "bilingual" "Spanish" "d" "unstressed" -36.89 897.28 798.79 2.72 14.13 1386744924.08
"169" "BIL_ambarLuna_dano_spanish_1028" "ambarLun" "dano" "bilingual" "Spanish" "d" "stressed" -40.38 795.32 726.14 3.35 19.84 1283682141.58
"170" "BIL_ambarLuna_dano_spanish_1182" "ambarLun" "dano" "bilingual" "Spanish" "d" "stressed" 10.64 769.05 617.29 3.77 23.71 885930303.1
"171" "BIL_ambarLuna_dano_spanish_1194" "ambarLun" "dano" "bilingual" "Spanish" "d" "stressed" -54.98 1091.81 892.64 2.28 7.72 1623789138.86
"172" "BIL_ambarLuna_danza_spanish_1106" "ambarLun" "danza" "bilingual" "Spanish" "d" "stressed" -60.52 835.06 652.08 3.01 19.33 834379541.9
"173" "BIL_ambarLuna_danza_spanish_1224" "ambarLun" "danza" "bilingual" "Spanish" "d" "stressed" 17.55 843.86 1136.03 3.95 24.78 5787811162.22
"174" "BIL_ambarLuna_danza_spanish_1276" "ambarLun" "danza" "bilingual" "Spanish" "d" "stressed" -71.84 759.81 608.49 4.45 42.9 1002180089.22
"175" "BIL_ambarLuna_danzar_spanish_1110" "ambarLun" "danzar" "bilingual" "Spanish" "d" "unstressed" -57.45 816.6 576.93 3.73 37.78 715473173.01
"176" "BIL_ambarLuna_danzar_spanish_1120" "ambarLun" "danzar" "bilingual" "Spanish" "d" "unstressed" 16.65 991.99 1282.32 3.77 20.74 7945090398.38
"177" "BIL_ambarLuna_danzar_spanish_1226" "ambarLun" "danzar" "bilingual" "Spanish" "d" "unstressed" 14.19 718.98 818.39 5.95 53.98 3262276213.81
"178" "BIL_ambarLuna_dazzle_english_1062" "ambarLun" "dazzle" "bilingual" "English" "d" "stressed" 20.44 1968.25 1782.92 1.02 2.41 5796394597.71
"179" "BIL_ambarLuna_dazzle_english_1080" "ambarLun" "dazzle" "bilingual" "English" "d" "stressed" 22.84 3120.77 2331.38 0.34 -0.64 4354325677.69
"180" "BIL_ambarLuna_dazzle_english_1256" "ambarLun" "dazzle" "bilingual" "English" "d" "stressed" 19.7 1020.8 1625.5 2.49 7.12 10705951917.04
"181" "BIL_ambarLuna_tabaco_spanish_1118" "ambarLun" "tabaco" "bilingual" "Spanish" "t" "unstressed" 18.99 2234.8 1836.86 2.19 6.24 13596849264.53
"182" "BIL_ambarLuna_tabaco_spanish_1122" "ambarLun" "tabaco" "bilingual" "Spanish" "t" "unstressed" 15.29 1474.86 1442.28 1.83 6.28 5494980168.08
"183" "BIL_ambarLuna_tabaco_spanish_1160" "ambarLun" "tabaco" "bilingual" "Spanish" "t" "unstressed" 14.43 1625.09 1862.7 2.08 4.9 13450157009.38
"184" "BIL_ambarLuna_taberna_spanish_1022" "ambarLun" "taberna" "bilingual" "Spanish" "t" "unstressed" 15.58 863.47 882.77 3.66 33.46 2516081496.31
"185" "BIL_ambarLuna_taberna_spanish_1034" "ambarLun" "taberna" "bilingual" "Spanish" "t" "unstressed" 21.45 1024.83 1628.9 3.34 14.71 14420980313.31
"186" "BIL_ambarLuna_taberna_spanish_1036" "ambarLun" "taberna" "bilingual" "Spanish" "t" "unstressed" 18.17 1287.01 1771.93 2.72 10.32 15115914619.72
"187" "BIL_ambarLuna_tabla_spanish_1008" "ambarLun" "tabla" "bilingual" "Spanish" "t" "stressed" 15.3 785.07 743.83 3.94 32.44 1623139538.78
"188" "BIL_ambarLuna_tabla_spanish_1048" "ambarLun" "tabla" "bilingual" "Spanish" "t" "stressed" 22.36 2352.66 1774.46 1.58 4.09 8814607718.31
"189" "BIL_ambarLuna_tabla_spanish_1140" "ambarLun" "tabla" "bilingual" "Spanish" "t" "stressed" 13.17 883.59 863.83 3.8 27.67 2449135190.29
"190" "BIL_ambarLuna_tabloid_english_1004" "ambarLun" "tabloid" "bilingual" "English" "t" "stressed" 82.46 4012.81 1652.69 -0.85 1.21 -3819667213.76
"191" "BIL_ambarLuna_tabloid_english_1064" "ambarLun" "tabloid" "bilingual" "English" "t" "stressed" 80.45 3576.95 1989.5 0.22 1.34 1698396853.44
"192" "BIL_ambarLuna_tabloid_english_1196" "ambarLun" "tabloid" "bilingual" "English" "t" "stressed" 67.73 4258.61 1941.7 0.2 1.64 1474411189.85
"193" "BIL_ambarLuna_taboo_english_1078" "ambarLun" "taboo" "bilingual" "English" "t" "unstressed" 79.79 4655.46 1849.52 0.81 1.74 5127699060.62
"194" "BIL_ambarLuna_taboo_english_1096" "ambarLun" "taboo" "bilingual" "English" "t" "unstressed" 89.48 4572.05 1807.65 -0.3 1.52 -1782258325.5
"195" "BIL_ambarLuna_taboo_english_1166" "ambarLun" "taboo" "bilingual" "English" "t" "unstressed" 77.82 6050.86 2021.24 -0.51 1.16 -4222324133.01
"196" "BIL_ambarLuna_tackle_english_1060" "ambarLun" "tackle" "bilingual" "English" "t" "stressed" 68.4 4498.29 1609.06 -0.05 2.65 -212768942.72
"197" "BIL_ambarLuna_tackle_english_1144" "ambarLun" "tackle" "bilingual" "English" "t" "stressed" 61.56 4202.66 2074.82 -0.15 0.77 -1309835646.74
"198" "BIL_ambarLuna_tackle_english_1162" "ambarLun" "tackle" "bilingual" "English" "t" "stressed" 58.82 3447.47 1981.84 0.52 1.35 4062565775.2
"199" "BIL_ambarLuna_tactics_english_1012" "ambarLun" "tactics" "bilingual" "English" "t" "stressed" 72.91 4235.19 2545.6 -0.03 -0.59 -473236828.92
"200" "BIL_ambarLuna_tactics_english_1054" "ambarLun" "tactics" "bilingual" "English" "t" "stressed" 62.33 4226.28 1957.71 -0.42 0.64 -3136655392.16
"201" "BIL_ambarLuna_tactics_english_1100" "ambarLun" "tactics" "bilingual" "English" "t" "stressed" 58.96 4467.26 1910.94 0.14 1.37 945746084.5
"202" "BIL_ambarLuna_tactil_spanish_1152" "ambarLun" "tactil" "bilingual" "Spanish" "t" "stressed" 10.73 1154.54 813.45 1.62 4.1 874030699.48
"203" "BIL_ambarLuna_tactil_spanish_1172" "ambarLun" "tactil" "bilingual" "Spanish" "t" "stressed" 9.71 940.84 583.16 2.52 17.23 500001675.9
"204" "BIL_ambarLuna_tactil_spanish_1230" "ambarLun" "tactil" "bilingual" "Spanish" "t" "stressed" 12.84 1139.02 861.31 2.43 14.43 1550913170.55
"205" "BIL_ambarLuna_tamano_spanish_1066" "ambarLun" "tamano" "bilingual" "Spanish" "t" "unstressed" 17.07 1412.02 1454.56 2.14 10.87 6601102137.17
"206" "BIL_ambarLuna_tamano_spanish_1116" "ambarLun" "tamano" "bilingual" "Spanish" "t" "unstressed" 11.04 951.59 684.15 2.42 15.71 773912963.96
"207" "BIL_ambarLuna_tamano_spanish_1260" "ambarLun" "tamano" "bilingual" "Spanish" "t" "unstressed" 12.56 766.7 718.15 4.96 42.26 1837718512.41
"208" "BIL_ambarLuna_tambien_spanish_1136" "ambarLun" "tambien" "bilingual" "Spanish" "t" "unstressed" 15.9 599.61 838.15 5.52 52.05 3248524487.67
"209" "BIL_ambarLuna_tambien_spanish_1204" "ambarLun" "tambien" "bilingual" "Spanish" "t" "unstressed" 11.02 925.62 817.69 4.11 29.63 2249362998.39
"210" "BIL_ambarLuna_tambien_spanish_1282" "ambarLun" "tambien" "bilingual" "Spanish" "t" "unstressed" 12.25 762.74 637.6 4.48 41.99 1161800582.55
"211" "BIL_ambarLuna_tambourine_english_1084" "ambarLun" "tambourine" "bilingual" "English" "t" "unstressed" 92.87 4848.3 2195.91 0.18 0.47 1922324238.3
"212" "BIL_ambarLuna_tambourine_english_1184" "ambarLun" "tambourine" "bilingual" "English" "t" "unstressed" 93.76 5609.35 1967.71 0.13 0.2 971264942.14
"213" "BIL_ambarLuna_tambourine_english_1200" "ambarLun" "tambourine" "bilingual" "English" "t" "unstressed" 107.28 4453.69 1415.12 -0.36 3.91 -1008221463.98
"214" "BIL_ambarLuna_tampoco_spanish_1044" "ambarLun" "tampoco" "bilingual" "Spanish" "t" "unstressed" 12.84 1146.27 1244.46 4.13 21.69 7960225288.12
"215" "BIL_ambarLuna_tampoco_spanish_1176" "ambarLun" "tampoco" "bilingual" "Spanish" "t" "unstressed" 14.77 935.06 1158.25 4.23 25.9 6566247480.86
"216" "BIL_ambarLuna_tampoco_spanish_1222" "ambarLun" "tampoco" "bilingual" "Spanish" "t" "unstressed" 11.27 759.31 614.31 5.77 69.83 1338013431.26
"217" "BIL_ambarLuna_tanker_english_1098" "ambarLun" "tanker" "bilingual" "English" "t" "stressed" 90.41 5176.1 2021.25 -0.15 1.87 -1219116204.86
"218" "BIL_ambarLuna_tanker_english_1142" "ambarLun" "tanker" "bilingual" "English" "t" "stressed" 85.9 5177.48 2286.19 0.33 0.5 3994645048.72
"219" "BIL_ambarLuna_tanker_english_1188" "ambarLun" "tanker" "bilingual" "English" "t" "stressed" 77.04 4674.55 2228.09 -0.13 0.19 -1473891004.5
"220" "BIL_ambarLuna_tanque_spanish_1040" "ambarLun" "tanque" "bilingual" "Spanish" "t" "stressed" 13.19 901.89 674.39 3.54 32.64 1087230665.27
"221" "BIL_ambarLuna_tanque_spanish_1206" "ambarLun" "tanque" "bilingual" "Spanish" "t" "stressed" 13.79 919.33 1145.78 4.23 24.93 6364743841.53
"222" "BIL_ambarLuna_tanto_spanish_1154" "ambarLun" "tanto" "bilingual" "Spanish" "t" "stressed" 12.96 833.21 787.91 3.96 31.12 1935538660.7
"223" "BIL_ambarLuna_tanto_spanish_1212" "ambarLun" "tanto" "bilingual" "Spanish" "t" "stressed" 15.27 706.03 695.87 6.63 70.31 2234208343.94
"224" "BIL_ambarLuna_tanto_spanish_1220" "ambarLun" "tanto" "bilingual" "Spanish" "t" "stressed" 18.3 901.43 988.61 3.3 25.47 3190735524.7
"225" "BIL_ambarLuna_tantrum_english_1170" "ambarLun" "tantrum" "bilingual" "English" "t" "stressed" 84.49 4862.69 1869.92 0.12 1.91 810898351.17
"226" "BIL_ambarLuna_tantrum_english_1202" "ambarLun" "tantrum" "bilingual" "English" "t" "stressed" 67.64 4368.86 2091.9 -0.01 0.8 -130921179.98
"227" "BIL_ambarLuna_tantrum_english_1244" "ambarLun" "tantrum" "bilingual" "English" "t" "stressed" 71.28 5409.08 2068.63 -0.17 0.32 -1529752865.52
"228" "BIL_ambarLuna_tapioca_english_1072" "ambarLun" "tapioca" "bilingual" "English" "t" "unstressed" 54.82 4716.45 1985.24 -0.11 1.14 -843911230.99
"229" "BIL_ambarLuna_tapioca_english_1074" "ambarLun" "tapioca" "bilingual" "English" "t" "unstressed" 59.57 4540.16 1517.96 -0.26 3.56 -914546036.27
"230" "BIL_ambarLuna_tapioca_english_1128" "ambarLun" "tapioca" "bilingual" "English" "t" "unstressed" 58.35 4613.44 2060.57 0.11 1.41 997511822.5
"231" "BIL_ambarLuna_tattoo_english_1090" "ambarLun" "tattoo" "bilingual" "English" "t" "unstressed" 74.54 3997.16 1845.86 0.09 1.48 583854057
"232" "BIL_ambarLuna_tattoo_english_1108" "ambarLun" "tattoo" "bilingual" "English" "t" "unstressed" 81.69 4953.06 2067.74 0.55 0.6 4878020122.49
"233" "BIL_ambarLuna_tattoo_english_1216" "ambarLun" "tattoo" "bilingual" "English" "t" "unstressed" 70.18 4490.51 2141.52 0.1 0.86 969348272.1
"234" "BIL_ambarLuna_tattooing_english_1016" "ambarLun" "tattooing" "bilingual" "English" "t" "unstressed" 74.29 4672.39 1962.12 -0.04 0.84 -299653225.85
"235" "BIL_ambarLuna_tattooing_english_1020" "ambarLun" "tattooing" "bilingual" "English" "t" "unstressed" 77.31 3801.21 1973.35 0.33 1.41 2513250390.05
"236" "BIL_ambarLuna_tattooing_english_1148" "ambarLun" "tattooing" "bilingual" "English" "t" "unstressed" 66.31 3968.94 2167.64 -0.04 0.13 -383021281.51
"237" "BIL_ambarLuna_taza_spanish_1088" "ambarLun" "taza" "bilingual" "Spanish" "t" "stressed" 32.91 1392.7 1827.61 4.54 34.81 27726619194.67
"238" "BIL_ambarLuna_taza_spanish_1272" "ambarLun" "taza" "bilingual" "Spanish" "t" "stressed" 14.99 774.15 714.48 5.53 54.83 2016734817.9
"239" "BIL_ambarLuna_taza_spanish_1284" "ambarLun" "taza" "bilingual" "Spanish" "t" "stressed" 14.45 1044.56 840.3 3.39 24.28 2012903313.51
"240" "BIL_barbaraPadilla_daba_spanish_1131" "barbaraP" "daba" "bilingual" "Spanish" "d" "stressed" -88.27 729.88 371.65 4.15 55.65 212834955.58
"241" "BIL_barbaraPadilla_daba_spanish_1243" "barbaraP" "daba" "bilingual" "Spanish" "d" "stressed" -62.15 634.53 353.03 8.91 175.37 392091405.46
"242" "BIL_barbaraPadilla_daba_spanish_1255" "barbaraP" "daba" "bilingual" "Spanish" "d" "stressed" -44.01 655.73 519.85 5.43 61.16 763135716.45
"243" "BIL_barbaraPadilla_daga_spanish_1066" "barbaraP" "daga" "bilingual" "Spanish" "d" "stressed" -108.97 440.67 362.65 12.58 355.46 599850422.27
"244" "BIL_barbaraPadilla_daga_spanish_1113" "barbaraP" "daga" "bilingual" "Spanish" "d" "stressed" -47.03 538.15 373.68 9.12 180.67 475907988
"245" "BIL_barbaraPadilla_daga_spanish_1123" "barbaraP" "daga" "bilingual" "Spanish" "d" "stressed" 15.37 558.8 458.41 7.57 152.44 729022916.14
"246" "BIL_barbaraPadilla_dagger_english_1012" "barbaraP" "dagger" "bilingual" "English" "d" "stressed" 17.53 995.4 1446.89 2.63 8.86 7974347924.8
"247" "BIL_barbaraPadilla_dagger_english_1111" "barbaraP" "dagger" "bilingual" "English" "d" "stressed" 17.05 626.37 1156.1 4.56 30.87 7044819834.12
"248" "BIL_barbaraPadilla_dagger_english_1271" "barbaraP" "dagger" "bilingual" "English" "d" "stressed" 17.95 458.6 1080.05 4.72 31.65 5947854383.26
"249" "BIL_barbaraPadilla_dakota_english_1092" "barbaraP" "dakota" "bilingual" "English" "d" "unstressed" 26.24 2933.81 3051.94 0.71 -0.54 20309897325.41
"250" "BIL_barbaraPadilla_dakota_english_1153" "barbaraP" "dakota" "bilingual" "English" "d" "unstressed" 22.01 750.31 1533.05 2.94 12.46 10583495542.95
"251" "BIL_barbaraPadilla_dakota_english_1207" "barbaraP" "dakota" "bilingual" "English" "d" "unstressed" 24.97 1558.63 2410.97 1.58 2.11 22093640312.34
"252" "BIL_barbaraPadilla_daltonian_english_1058" "barbaraP" "daltonian" "bilingual" "English" "d" "unstressed" 32.17 914.99 1714.6 3.24 14.19 16340077444.29
"253" "BIL_barbaraPadilla_daltonian_english_1074" "barbaraP" "daltonian" "bilingual" "English" "d" "unstressed" 23.77 1381.26 1921.41 2.25 7.24 15956525317.22
"254" "BIL_barbaraPadilla_daltonian_english_1263" "barbaraP" "daltonian" "bilingual" "English" "d" "unstressed" 21.76 1279.34 2105.05 2.37 6.34 22147719891.52
"255" "BIL_barbaraPadilla_daltonico_spanish_1078" "barbaraP" "daltonico" "bilingual" "Spanish" "d" "unstressed" -48.92 585.2 365.26 6.5 149.71 316538181.96
"256" "BIL_barbaraPadilla_daltonico_spanish_1147" "barbaraP" "daltonico" "bilingual" "Spanish" "d" "unstressed" -13.32 499.02 392.75 14.21 345.39 860748208.41
"257" "BIL_barbaraPadilla_daltonico_spanish_1211" "barbaraP" "daltonico" "bilingual" "Spanish" "d" "unstressed" 17.38 407.75 509.99 17 403.53 2254705330.56
"258" "BIL_barbaraPadilla_dama_spanish_1044" "barbaraP" "dama" "bilingual" "Spanish" "d" "stressed" -76.77 622.11 445.95 5.81 82.8 515000560.46
"259" "BIL_barbaraPadilla_dama_spanish_1064" "barbaraP" "dama" "bilingual" "Spanish" "d" "stressed" -79.75 724.43 603.39 5.85 60.44 1284669922.79
"260" "BIL_barbaraPadilla_dama_spanish_1177" "barbaraP" "dama" "bilingual" "Spanish" "d" "stressed" -93.13 624.06 516.15 6.53 81.15 897971289.11
"261" "BIL_barbaraPadilla_damage_english_1117" "barbaraP" "damage" "bilingual" "English" "d" "stressed" 46.2 750.69 1627.63 3.07 11.91 13228849434.2
"262" "BIL_barbaraPadilla_damage_english_1225" "barbaraP" "damage" "bilingual" "English" "d" "stressed" 22.85 2191.2 2557.54 1.3 1.3 21765100070.8
"263" "BIL_barbaraPadilla_damage_english_1241" "barbaraP" "damage" "bilingual" "English" "d" "stressed" 23.77 2667.22 1554.93 0.52 4.77 1950438308.21
"264" "BIL_barbaraPadilla_damnation_english_1159" "barbaraP" "damnation" "bilingual" "English" "d" "unstressed" 21.17 544.91 1251.39 4.32 29.91 8464790539.38
"265" "BIL_barbaraPadilla_damnation_english_1185" "barbaraP" "damnation" "bilingual" "English" "d" "unstressed" 22.17 1079.94 1936.95 2.49 7.88 18080130723.14
"266" "BIL_barbaraPadilla_damnation_english_1269" "barbaraP" "damnation" "bilingual" "English" "d" "unstressed" 28.36 1153.61 1842.05 2.36 7.61 14776381658.8
"267" "BIL_barbaraPadilla_damper_english_1094" "barbaraP" "damper" "bilingual" "English" "d" "stressed" 22.54 860.52 1680.4 3.19 14.08 15122612655.24
"268" "BIL_barbaraPadilla_damper_english_1137" "barbaraP" "damper" "bilingual" "English" "d" "stressed" 20 1189.99 1718.58 2.02 6.77 10248573377.55
"269" "BIL_barbaraPadilla_damper_english_1195" "barbaraP" "damper" "bilingual" "English" "d" "stressed" 21.3 1159.86 1976.85 2.29 6.81 17715346928.81
"270" "BIL_barbaraPadilla_danar_spanish_1167" "barbaraP" "danar" "bilingual" "Spanish" "d" "unstressed" -20.05 539.66 441.81 12.78 242.59 1102139165.62
"271" "BIL_barbaraPadilla_danar_spanish_1191" "barbaraP" "danar" "bilingual" "Spanish" "d" "unstressed" -38.26 387.76 615.7 11.41 170.66 2662358500.63
"272" "BIL_barbaraPadilla_danar_spanish_1217" "barbaraP" "danar" "bilingual" "Spanish" "d" "unstressed" -14.66 517.53 311.08 14.64 430.29 440843702.62
"273" "BIL_barbaraPadilla_dancet_english_1018" "barbaraP" "dancette" "bilingual" "English" "d" "unstressed" 19.46 535.93 1179.49 4.2 31.83 6897237728.48
"274" "BIL_barbaraPadilla_dancette_english_1129" "barbaraP" "dancette" "bilingual" "English" "d" "unstressed" 24.83 452.32 1214.03 5.31 45.18 9501301680.15
"275" "BIL_barbaraPadilla_dancette_english_1245" "barbaraP" "dancette" "bilingual" "English" "d" "unstressed" 26.65 1750.46 1903.44 1.24 3 8534319976.79
"276" "BIL_barbaraPadilla_dancing_english_1008" "barbaraP" "dancing" "bilingual" "English" "d" "stressed" 18.42 733.72 1506.45 3.33 15 11374034306.67
"277" "BIL_barbaraPadilla_dancing_english_1029" "barbaraP" "dancing" "bilingual" "English" "d" "stressed" 42.9 674.33 1382.66 3.87 20.31 10226768327.42
"278" "BIL_barbaraPadilla_dancing_english_1171" "barbaraP" "dancing" "bilingual" "English" "d" "stressed" 15.7 652.04 1307.07 3.88 20.23 8661760080.26
"279" "BIL_barbaraPadilla_danesa_spanish_1096" "barbaraP" "danesa" "bilingual" "Spanish" "d" "unstressed" -55.39 507.66 478.66 11.96 209.86 1311649220.81
"280" "BIL_barbaraPadilla_danesa_spanish_1193" "barbaraP" "danesa" "bilingual" "Spanish" "d" "unstressed" -42.05 554.78 358.05 11.93 275.46 547788873.43
"281" "BIL_barbaraPadilla_danesa_spanish_1231" "barbaraP" "danesa" "bilingual" "Spanish" "d" "unstressed" 15.63 357.63 226.19 35.48 2138.37 410543635.32
"282" "BIL_barbaraPadilla_danielle_english_1050" "barbaraP" "danielle" "bilingual" "English" "d" "unstressed" 21.92 471.16 1355.56 5.06 32.43 12614877661.3
"283" "BIL_barbaraPadilla_danielle_english_1179" "barbaraP" "danielle" "bilingual" "English" "d" "unstressed" 24.66 1891.61 2119.82 1.24 2.6 11835209577.12
"284" "BIL_barbaraPadilla_danielle_english_1247" "barbaraP" "danielle" "bilingual" "English" "d" "unstressed" 25.36 1822.55 2282.16 1.77 3.59 21081674616.51
"285" "BIL_barbaraPadilla_danino_spanish_1175" "barbaraP" "danino" "bilingual" "Spanish" "d" "unstressed" 8.61 317.06 235.53 34.23 2200.54 447302641.48
"286" "BIL_barbaraPadilla_danino_spanish_1203" "barbaraP" "danino" "bilingual" "Spanish" "d" "unstressed" 13.35 343.51 444.01 16.19 375.46 1417149914.13
"287" "BIL_barbaraPadilla_danino_spanish_1223" "barbaraP" "danino" "bilingual" "Spanish" "d" "unstressed" -42.1 469.36 416.12 13.84 267.72 997061459.72
"288" "BIL_barbaraPadilla_dano_spanish_1199" "barbaraP" "dano" "bilingual" "Spanish" "d" "stressed" -104.71 435.64 410.99 9.69 171.61 672739419.47
"289" "BIL_barbaraPadilla_dano_spanish_1213" "barbaraP" "dano" "bilingual" "Spanish" "d" "stressed" -85.42 543.28 554.92 11.58 169.62 1978521863.92
"290" "BIL_barbaraPadilla_dano_spanish_1279" "barbaraP" "dano" "bilingual" "Spanish" "d" "stressed" -62.17 635.33 468.76 6.88 92.53 708610475.55
"291" "BIL_barbaraPadilla_danza_spanish_1090" "barbaraP" "danza" "bilingual" "Spanish" "d" "stressed" 9.31 611.82 500.24 6.25 87.67 782549632.18
"292" "BIL_barbaraPadilla_danza_spanish_1133" "barbaraP" "danza" "bilingual" "Spanish" "d" "stressed" -21.53 567.94 291.75 13.6 451.94 337689902.7
"293" "BIL_barbaraPadilla_danza_spanish_1257" "barbaraP" "danza" "bilingual" "Spanish" "d" "stressed" -38.61 588.69 405.37 7.59 132.86 505917507.32
"294" "BIL_barbaraPadilla_danzar_spanish_1056" "barbaraP" "danzar" "bilingual" "Spanish" "d" "unstressed" 14.11 271.05 285.59 44.08 2445.47 1026812031.13
"295" "BIL_barbaraPadilla_danzar_spanish_1119" "barbaraP" "danzar" "bilingual" "Spanish" "d" "unstressed" 16.58 324.9 207.36 41.32 2818.44 368410206.16
"296" "BIL_barbaraPadilla_danzar_spanish_1181" "barbaraP" "danzar" "bilingual" "Spanish" "d" "unstressed" -39.97 530.93 362.01 11.19 264.76 530944140.44
"297" "BIL_barbaraPadilla_dazzle_english_1031" "barbaraP" "dazzle" "bilingual" "English" "d" "stressed" 15.77 627.63 1048.99 5.3 37.34 6116559895.78
"298" "BIL_barbaraPadilla_dazzle_english_1052" "barbaraP" "dazzle" "bilingual" "English" "d" "stressed" 18.78 737.75 1489.49 3.26 13.43 10767322361.13
"299" "BIL_barbaraPadilla_dazzle_english_1139" "barbaraP" "dazzle" "bilingual" "English" "d" "stressed" 35.69 1568.34 2212.57 1.69 3.16 18333236302.95
"300" "BIL_barbaraPadilla_tabaco_spanish_1076" "barbaraP" "tabaco" "bilingual" "Spanish" "t" "unstressed" 24.01 287.37 958.69 9.66 124.99 8512924292.05
"301" "BIL_barbaraPadilla_tabaco_spanish_1205" "barbaraP" "tabaco" "bilingual" "Spanish" "t" "unstressed" 24.74 719.03 1525.98 4.5 22.24 15993613666.97
